"YEAR","POWER_QUYU","POWER_HANGYE","SUM(*)"
2019.0,"盐田区","人社",35
2019.0,"盐田区","住建",69
2019.0,"盐田区","保密",2
2019.0,"盐田区","公安",106
2019.0,"盐田区","卫生",100
2019.0,"盐田区","司法",9
2019.0,"盐田区","城管",39
2019.0,"盐田区","审计",4
2019.0,"盐田区","应急",53
2019.0,"盐田区","教育",24
2019.0,"盐田区","文体",71
2019.0,"盐田区","档案",5
2019.0,"盐田区","民宗",4
2019.0,"盐田区","民政",14
2019.0,"盐田区","水务",94
2019.0,"盐田区","生态",54
2019.0,"盐田区","统计",4
2019.0,"盐田区","规自",80
2019.0,"盐田区","财政",12
2019.0,"盐田区","退役",4
2019.0,"盐田区","防空",5
2019.0,"福田区",,90
2019.0,"福田区","交通",1
2019.0,"福田区","人社",35
2019.0,"福田区","住建",38
2019.0,"福田区","公安",104
2019.0,"福田区","卫生",82
2019.0,"福田区","发改",1
2019.0,"福田区","司法",7
2019.0,"福田区","商务",1
2019.0,"福田区","城管",66
2019.0,"福田区","审计",4
2019.0,"福田区","应急",41
2019.0,"福田区","教育",27
2019.0,"福田区","文体",63
2019.0,"福田区","档案",5
2019.0,"福田区","民宗",2
2019.0,"福田区","民政",14
2019.0,"福田区","水务",83
2019.0,"福田区","生态",54
2019.0,"福田区","统计",6
2019.0,"福田区","规自",86
2019.0,"福田区","财政",17
2019.0,"福田区","退役",1
2019.0,"罗湖区",,22
2019.0,"罗湖区","事单",2
2019.0,"罗湖区","交通",2
2019.0,"罗湖区","人社",34
2019.0,"罗湖区","住建",88
2019.0,"罗湖区","公安",104
2019.0,"罗湖区","卫生",93
2019.0,"罗湖区","发改",2
2019.0,"罗湖区","司法",2
2019.0,"罗湖区","商务",1
2019.0,"罗湖区","城管",22
2019.0,"罗湖区","审计",4
2019.0,"罗湖区","应急",50
2019.0,"罗湖区","教育",13
2019.0,"罗湖区","文体",77
2019.0,"罗湖区","档案",5
2019.0,"罗湖区","民宗",2
2019.0,"罗湖区","民政",15
2019.0,"罗湖区","水务",91
2019.0,"罗湖区","生态",54
2019.0,"罗湖区","统计",5
2019.0,"罗湖区","规自",88
2019.0,"罗湖区","财政",8
2019.0,"罗湖区","退役",3
2019.0,"龙华区","事单",2
2019.0,"龙华区","交通",1
2019.0,"龙华区","人社",32
2019.0,"龙华区","住建",103
2019.0,"龙华区","保密",2
2019.0,"龙华区","公安",104
2019.0,"龙华区","卫生",89
2019.0,"龙华区","司法",7
2019.0,"龙华区","城管",34
2019.0,"龙华区","审计",5
2019.0,"龙华区","应急",55
2019.0,"龙华区","教育",24
2019.0,"龙华区","文体",78
2019.0,"龙华区","档案",5
2019.0,"龙华区","民宗",3
2019.0,"龙华区","民政",21
2019.0,"龙华区","气象",1
2019.0,"龙华区","水务",89
2019.0,"龙华区","生态",54
2019.0,"龙华区","统计",5
2019.0,"龙华区","规自",84
2019.0,"龙华区","财政",11
2019.0,"龙华区","退役",1
2019.0,"龙岗区",,1
2019.0,"龙岗区","交通",1
2019.0,"龙岗区","人社",34
2019.0,"龙岗区","住建",98
2019.0,"龙岗区","公安",106
2019.0,"龙岗区","卫生",82
2019.0,"龙岗区","司法",4
2019.0,"龙岗区","城管",22
2019.0,"龙岗区","审计",5
2019.0,"龙岗区","工信",2
2019.0,"龙岗区","应急",57
2019.0,"龙岗区","教育",14
2019.0,"龙岗区","文体",74
2019.0,"龙岗区","档案",5
2019.0,"龙岗区","民宗",3
2019.0,"龙岗区","民政",17
2019.0,"龙岗区","水务",91
2019.0,"龙岗区","生态",54
2019.0,"龙岗区","统计",4
2019.0,"龙岗区","规自",85
2019.0,"龙岗区","财政",12
2019.0,"龙岗区","退役",1
