"YEAR","POWER_HANGYE","POWER_QUYU","POWER_TYPE","SUM(*)"
2016.0,"审计","盐田区","行政检查",0.0
2016.0,"生态","盐田区","行政检查",19.0
2016.0,"水务","盐田区","行政检查",19.0
2016.0,"司法","盐田区","行政检查",6.0
2016.0,"统计","盐田区","行政检查",0.0
2016.0,"卫生","盐田区","行政检查",35.0
2016.0,"文体","盐田区","行政检查",23.0
2016.0,"应急","盐田区","行政检查",14.0
2016.0,,"盐田区","行政检查",4.0
2016.0,"财政",,"行政检查",0.0
2016.0,"档案",,"行政检查",1.0
2016.0,"发改",,"行政检查",0.0
2016.0,"工信",,"行政检查",0.0
2016.0,"公安",,"行政检查",25.0
2016.0,"规自",,"行政检查",22.0
2016.0,"交通",,"行政检查",13.0
2016.0,"教育",,"行政检查",1.0
2016.0,"金融",,"行政检查",1.0
2016.0,"民政",,"行政检查",6.0
2016.0,"民宗",,"行政检查",0.0
2016.0,"气象",,"行政检查",4.0
2016.0,"人社",,"行政检查",6.0
2016.0,"生态",,"行政检查",20.0
2016.0,"水务",,"行政检查",10.0
2016.0,"司法",,"行政检查",2.0
2016.0,"卫生",,"行政检查",23.0
2016.0,"住建",,"行政检查",1.0
2016.0,,,"行政检查",0.0
2017.0,"财政","宝安区","行政检查",0.0
2017.0,"档案","宝安区","行政检查",1.0
2017.0,"公安","宝安区","行政检查",23.0
2017.0,"规自","宝安区","行政检查",5.0
2017.0,"教育","宝安区","行政检查",3.0
2017.0,"民政","宝安区","行政检查",14.0
2017.0,"民宗","宝安区","行政检查",0.0
2017.0,"人社","宝安区","行政检查",13.0
2017.0,"审计","宝安区","行政检查",5.0
2017.0,"生态","宝安区","行政检查",21.0
2017.0,"水务","宝安区","行政检查",10.0
2017.0,"司法","宝安区","行政检查",2.0
2017.0,"统计","宝安区","行政检查",2.0
2017.0,"卫生","宝安区","行政检查",44.0
2017.0,"文体","宝安区","行政检查",0.0
2017.0,"应急","宝安区","行政检查",13.0
2017.0,"住建","宝安区","行政检查",2.0
2017.0,,"宝安区","行政检查",0.0
2017.0,"财政","大鹏新区","行政检查",9.0
2017.0,"档案","大鹏新区","行政检查",0.0
2017.0,"公安","大鹏新区","行政检查",26.0
2017.0,"规自","大鹏新区","行政检查",3.0
2017.0,"教育","大鹏新区","行政检查",3.0
2017.0,"民政","大鹏新区","行政检查",0.0
2017.0,"民宗","大鹏新区","行政检查",0.0
2017.0,"水务","大鹏新区","行政检查",14.0
2017.0,"司法","大鹏新区","行政检查",6.0
2017.0,"统计","大鹏新区","行政检查",2.0
2017.0,"卫生","大鹏新区","行政检查",27.0
2017.0,"文体","大鹏新区","行政检查",26.0
2017.0,"应急","大鹏新区","行政检查",7.0
2017.0,"住建","大鹏新区","行政检查",7.0
2017.0,,"大鹏新区","行政检查",2.0
2017.0,"财政","福田区","行政检查",8.0
2017.0,"档案","福田区","行政检查",2.0
2017.0,"公安","福田区","行政检查",20.0
2017.0,"规自","福田区","行政检查",6.0
2017.0,"教育","福田区","行政检查",6.0
2017.0,"民政","福田区","行政检查",5.0
2017.0,"民宗","福田区","行政检查",0.0
2017.0,"人社","福田区","行政检查",10.0
2017.0,"商务","福田区","行政检查",0.0
2017.0,"审计","福田区","行政检查",0.0
2017.0,"生态","福田区","行政检查",21.0
2017.0,"水务","福田区","行政检查",10.0
2017.0,"司法","福田区","行政检查",6.0
2017.0,"统计","福田区","行政检查",0.0
2017.0,"卫生","福田区","行政检查",22.0
2017.0,"住建","福田区","行政检查",1.0
2017.0,,"福田区","行政检查",13.0
2017.0,"财政","光明区","行政检查",0.0
2017.0,"档案","光明区","行政检查",0.0
2017.0,"公安","光明区","行政检查",20.0
2017.0,"规自","光明区","行政检查",3.0
2017.0,"教育","光明区","行政检查",0.0
2017.0,"民政","光明区","行政检查",7.0
2017.0,"民宗","光明区","行政检查",0.0
2017.0,"生态","光明区","行政检查",21.0
2017.0,"水务","光明区","行政检查",1.0
2017.0,"司法","光明区","行政检查",4.0
2017.0,"统计","光明区","行政检查",1.0
2017.0,"卫生","光明区","行政检查",28.0
2017.0,"文体","光明区","行政检查",27.0
2017.0,"医疗","光明区","行政检查",3.0
2017.0,"应急","光明区","行政检查",0.0
2017.0,"住建","光明区","行政检查",3.0
2017.0,"财政","龙岗区","行政检查",0.0
2017.0,"档案","龙岗区","行政检查",2.0
2017.0,"公安","龙岗区","行政检查",21.0
2017.0,"规自","龙岗区","行政检查",5.0
2017.0,"教育","龙岗区","行政检查",4.0
2017.0,"民政","龙岗区","行政检查",10.0
2017.0,"民宗","龙岗区","行政检查",0.0
2017.0,"人社","龙岗区","行政检查",12.0
2017.0,"审计","龙岗区","行政检查",6.0
2017.0,"生态","龙岗区","行政检查",21.0
2017.0,"水务","龙岗区","行政检查",27.0
2017.0,"司法","龙岗区","行政检查",5.0
2017.0,"统计","龙岗区","行政检查",2.0
2017.0,"卫生","龙岗区","行政检查",21.0
2017.0,"文体","龙岗区","行政检查",24.0
2017.0,"应急","龙岗区","行政检查",0.0
2017.0,"保密","龙华区","行政检查",1.0
2017.0,"财政","龙华区","行政检查",3.0
2017.0,"城管","龙华区","行政检查",3.0
2017.0,"档案","龙华区","行政检查",1.0
2017.0,"公安","龙华区","行政检查",20.0
2017.0,"规自","龙华区","行政检查",10.0
2017.0,"教育","龙华区","行政检查",2.0
2017.0,"民政","龙华区","行政检查",0.0
2017.0,"民宗","龙华区","行政检查",0.0
2017.0,"人社","龙华区","行政检查",0.0
2017.0,"审计","龙华区","行政检查",6.0
2017.0,"生态","龙华区","行政检查",21.0
2017.0,"事单","龙华区","行政检查",1.0
2017.0,"水务","龙华区","行政检查",25.0
2017.0,"司法","龙华区","行政检查",6.0
2017.0,"统计","龙华区","行政检查",0.0
2017.0,"卫生","龙华区","行政检查",21.0
2017.0,"文体","龙华区","行政检查",0.0
2017.0,"应急","龙华区","行政检查",13.0
2017.0,"住建","龙华区","行政检查",6.0
2017.0,"财政","罗湖区","行政检查",2.0
2017.0,"档案","罗湖区","行政检查",2.0
2017.0,"公安","罗湖区","行政检查",20.0
2017.0,"规自","罗湖区","行政检查",5.0
2017.0,"教育","罗湖区","行政检查",1.0
2017.0,"民政","罗湖区","行政检查",10.0
2017.0,"民宗","罗湖区","行政检查",0.0
2017.0,"人社","罗湖区","行政检查",15.0
2017.0,"审计","罗湖区","行政检查",6.0
2017.0,"生态","罗湖区","行政检查",21.0
2017.0,"事单","罗湖区","行政检查",1.0
2017.0,"水务","罗湖区","行政检查",26.0
2017.0,"司法","罗湖区","行政检查",2.0
2017.0,"统计","罗湖区","行政检查",2.0
2017.0,"卫生","罗湖区","行政检查",42.0
2017.0,"文体","罗湖区","行政检查",30.0
2017.0,"应急","罗湖区","行政检查",17.0
2017.0,"住建","罗湖区","行政检查",3.0
2017.0,,"罗湖区","行政检查",14.0
2017.0,"财政","南山区","行政检查",8.0
2017.0,"城管","南山区","行政检查",5.0
2017.0,"档案","南山区","行政检查",2.0
2017.0,"工信","南山区","行政检查",0.0
2017.0,"公安","南山区","行政检查",21.0
2017.0,"规自","南山区","行政检查",7.0
2017.0,"教育","南山区","行政检查",1.0
2017.0,"民宗","南山区","行政检查",0.0
2017.0,"人社","南山区","行政检查",15.0
2017.0,"审计","南山区","行政检查",6.0
2017.0,"生态","南山区","行政检查",21.0
2017.0,"水务","南山区","行政检查",10.0
2017.0,"司法","南山区","行政检查",2.0
2017.0,"统计","南山区","行政检查",2.0
2017.0,"卫生","南山区","行政检查",21.0
2017.0,"文体","南山区","行政检查",27.0
2017.0,"应急","南山区","行政检查",0.0
2017.0,"住建","南山区","行政检查",3.0
2017.0,,"南山区","行政检查",1.0
2017.0,"保密","坪山区","行政检查",1.0
2017.0,"财政","坪山区","行政检查",9.0
2017.0,"公安","坪山区","行政检查",23.0
2017.0,"规自","坪山区","行政检查",3.0
2017.0,"教育","坪山区","行政检查",0.0
2017.0,"民政","坪山区","行政检查",10.0
2017.0,"民宗","坪山区","行政检查",0.0
2017.0,"人社","坪山区","行政检查",0.0
2017.0,"审计","坪山区","行政检查",0.0
2017.0,"生态","坪山区","行政检查",21.0
2017.0,"水务","坪山区","行政检查",1.0
2017.0,"司法","坪山区","行政检查",6.0
2017.0,"统计","坪山区","行政检查",2.0
2017.0,"卫生","坪山区","行政检查",28.0
2017.0,"文体","坪山区","行政检查",0.0
2017.0,"住建","坪山区","行政检查",4.0
2017.0,"保密","盐田区","行政检查",0.0
2017.0,"财政","盐田区","行政检查",4.0
2017.0,"档案","盐田区","行政检查",1.0
2017.0,"防空","盐田区","行政检查",2.0
2017.0,"公安","盐田区","行政检查",21.0
2017.0,"规自","盐田区","行政检查",7.0
2017.0,"教育","盐田区","行政检查",0.0
2017.0,"民政","盐田区","行政检查",0.0
2017.0,"民宗","盐田区","行政检查",0.0
2017.0,"人社","盐田区","行政检查",15.0
2017.0,"审计","盐田区","行政检查",0.0
2017.0,"生态","盐田区","行政检查",21.0
2017.0,"水务","盐田区","行政检查",19.0
2017.0,"司法","盐田区","行政检查",6.0
2017.0,"统计","盐田区","行政检查",0.0
2017.0,"卫生","盐田区","行政检查",36.0
2017.0,"文体","盐田区","行政检查",27.0
2017.0,"应急","盐田区","行政检查",14.0
2017.0,,"盐田区","行政检查",4.0
2017.0,"财政",,"行政检查",0.0
2017.0,"档案",,"行政检查",1.0
2017.0,"发改",,"行政检查",0.0
2017.0,"工信",,"行政检查",0.0
2017.0,"公安",,"行政检查",27.0
2017.0,"规自",,"行政检查",24.0
2017.0,"交通",,"行政检查",20.0
2017.0,"教育",,"行政检查",1.0
2017.0,"金融",,"行政检查",1.0
2017.0,"民政",,"行政检查",6.0
2017.0,"民宗",,"行政检查",0.0
2017.0,"气象",,"行政检查",4.0
2017.0,"人社",,"行政检查",6.0
2017.0,"生态",,"行政检查",22.0
2017.0,"水务",,"行政检查",10.0
2017.0,"司法",,"行政检查",2.0
2017.0,"卫生",,"行政检查",23.0
2017.0,"住建",,"行政检查",1.0
2017.0,,,"行政检查",1.0
2018.0,"财政","宝安区","行政检查",0.0
2018.0,"档案","宝安区","行政检查",1.0
2018.0,"公安","宝安区","行政检查",23.0
2018.0,"规自","宝安区","行政检查",5.0
2018.0,"教育","宝安区","行政检查",3.0
2018.0,"民政","宝安区","行政检查",14.0
2018.0,"民宗","宝安区","行政检查",1.0
2018.0,"人社","宝安区","行政检查",14.0
2018.0,"审计","宝安区","行政检查",5.0
2018.0,"生态","宝安区","行政检查",22.0
2018.0,"水务","宝安区","行政检查",10.0
2018.0,"司法","宝安区","行政检查",2.0
2018.0,"统计","宝安区","行政检查",2.0
2018.0,"卫生","宝安区","行政检查",44.0
2018.0,"文体","宝安区","行政检查",0.0
2018.0,"应急","宝安区","行政检查",18.0
2018.0,"住建","宝安区","行政检查",2.0
2018.0,,"宝安区","行政检查",0.0
2018.0,"财政","大鹏新区","行政检查",9.0
2018.0,"档案","大鹏新区","行政检查",0.0
2018.0,"公安","大鹏新区","行政检查",26.0
2018.0,"规自","大鹏新区","行政检查",3.0
2018.0,"教育","大鹏新区","行政检查",3.0
2018.0,"民政","大鹏新区","行政检查",0.0
2018.0,"民宗","大鹏新区","行政检查",2.0
2018.0,"水务","大鹏新区","行政检查",15.0
2018.0,"司法","大鹏新区","行政检查",6.0
2018.0,"统计","大鹏新区","行政检查",2.0
2018.0,"卫生","大鹏新区","行政检查",28.0
2018.0,"文体","大鹏新区","行政检查",26.0
2018.0,"应急","大鹏新区","行政检查",7.0
2018.0,"住建","大鹏新区","行政检查",7.0
2018.0,,"大鹏新区","行政检查",2.0
2018.0,"财政","福田区","行政检查",9.0
2018.0,"档案","福田区","行政检查",2.0
2018.0,"公安","福田区","行政检查",20.0
2018.0,"规自","福田区","行政检查",6.0
2018.0,"教育","福田区","行政检查",7.0
2018.0,"民政","福田区","行政检查",5.0
2018.0,"民宗","福田区","行政检查",1.0
2018.0,"人社","福田区","行政检查",10.0
2018.0,"商务","福田区","行政检查",1.0
2018.0,"审计","福田区","行政检查",0.0
2018.0,"生态","福田区","行政检查",22.0
2018.0,"水务","福田区","行政检查",10.0
2018.0,"司法","福田区","行政检查",6.0
2018.0,"统计","福田区","行政检查",0.0
2018.0,"卫生","福田区","行政检查",22.0
2018.0,"住建","福田区","行政检查",1.0
2018.0,,"福田区","行政检查",13.0
2018.0,"财政","光明区","行政检查",0.0
2018.0,"档案","光明区","行政检查",0.0
2018.0,"公安","光明区","行政检查",20.0
2018.0,"规自","光明区","行政检查",3.0
2018.0,"教育","光明区","行政检查",0.0
2018.0,"民政","光明区","行政检查",7.0
2018.0,"民宗","光明区","行政检查",2.0
2018.0,"生态","光明区","行政检查",22.0
2018.0,"水务","光明区","行政检查",1.0
2018.0,"司法","光明区","行政检查",4.0
2018.0,"统计","光明区","行政检查",1.0
2018.0,"卫生","光明区","行政检查",28.0
2018.0,"文体","光明区","行政检查",30.0
2018.0,"医疗","光明区","行政检查",3.0
2018.0,"应急","光明区","行政检查",0.0
2018.0,"住建","光明区","行政检查",3.0
2018.0,"财政","龙岗区","行政检查",0.0
2018.0,"档案","龙岗区","行政检查",2.0
2018.0,"公安","龙岗区","行政检查",21.0
2018.0,"规自","龙岗区","行政检查",5.0
2018.0,"教育","龙岗区","行政检查",5.0
2018.0,"民政","龙岗区","行政检查",10.0
2018.0,"民宗","龙岗区","行政检查",1.0
2018.0,"人社","龙岗区","行政检查",12.0
2018.0,"审计","龙岗区","行政检查",6.0
2018.0,"生态","龙岗区","行政检查",22.0
2018.0,"水务","龙岗区","行政检查",27.0
2018.0,"司法","龙岗区","行政检查",5.0
2018.0,"统计","龙岗区","行政检查",2.0
2018.0,"卫生","龙岗区","行政检查",21.0
2018.0,"文体","龙岗区","行政检查",30.0
2018.0,"应急","龙岗区","行政检查",0.0
2018.0,"保密","龙华区","行政检查",1.0
2018.0,"财政","龙华区","行政检查",3.0
2018.0,"城管","龙华区","行政检查",3.0
2018.0,"档案","龙华区","行政检查",1.0
2018.0,"公安","龙华区","行政检查",20.0
2018.0,"规自","龙华区","行政检查",10.0
2018.0,"教育","龙华区","行政检查",2.0
2018.0,"民政","龙华区","行政检查",0.0
2018.0,"民宗","龙华区","行政检查",2.0
2018.0,"人社","龙华区","行政检查",0.0
2018.0,"审计","龙华区","行政检查",6.0
2018.0,"生态","龙华区","行政检查",22.0
2018.0,"事单","龙华区","行政检查",1.0
2018.0,"水务","龙华区","行政检查",25.0
2018.0,"司法","龙华区","行政检查",6.0
2018.0,"统计","龙华区","行政检查",0.0
2018.0,"卫生","龙华区","行政检查",21.0
2018.0,"文体","龙华区","行政检查",0.0
2018.0,"应急","龙华区","行政检查",13.0
2018.0,"住建","龙华区","行政检查",6.0
2018.0,"财政","罗湖区","行政检查",2.0
2018.0,"档案","罗湖区","行政检查",2.0
2018.0,"公安","罗湖区","行政检查",20.0
2018.0,"规自","罗湖区","行政检查",5.0
2018.0,"教育","罗湖区","行政检查",2.0
2018.0,"民政","罗湖区","行政检查",10.0
2018.0,"民宗","罗湖区","行政检查",1.0
2018.0,"人社","罗湖区","行政检查",16.0
2018.0,"审计","罗湖区","行政检查",6.0
2018.0,"生态","罗湖区","行政检查",22.0
2018.0,"事单","罗湖区","行政检查",1.0
2018.0,"水务","罗湖区","行政检查",26.0
2018.0,"司法","罗湖区","行政检查",2.0
2018.0,"统计","罗湖区","行政检查",2.0
2018.0,"卫生","罗湖区","行政检查",44.0
2018.0,"文体","罗湖区","行政检查",30.0
2018.0,"应急","罗湖区","行政检查",18.0
2018.0,"住建","罗湖区","行政检查",3.0
2018.0,,"罗湖区","行政检查",14.0
2018.0,"财政","南山区","行政检查",8.0
2018.0,"城管","南山区","行政检查",5.0
2018.0,"档案","南山区","行政检查",2.0
2018.0,"工信","南山区","行政检查",1.0
2018.0,"公安","南山区","行政检查",21.0
2018.0,"规自","南山区","行政检查",7.0
2018.0,"教育","南山区","行政检查",1.0
2018.0,"民宗","南山区","行政检查",1.0
2018.0,"人社","南山区","行政检查",16.0
2018.0,"审计","南山区","行政检查",6.0
2018.0,"生态","南山区","行政检查",22.0
2018.0,"水务","南山区","行政检查",10.0
2018.0,"司法","南山区","行政检查",2.0
2018.0,"统计","南山区","行政检查",2.0
2018.0,"卫生","南山区","行政检查",21.0
2018.0,"文体","南山区","行政检查",27.0
2018.0,"应急","南山区","行政检查",0.0
2018.0,"住建","南山区","行政检查",5.0
2018.0,,"南山区","行政检查",1.0
2018.0,"保密","坪山区","行政检查",1.0
2018.0,"财政","坪山区","行政检查",9.0
2018.0,"公安","坪山区","行政检查",23.0
2018.0,"规自","坪山区","行政检查",3.0
2018.0,"教育","坪山区","行政检查",0.0
2018.0,"民政","坪山区","行政检查",10.0
2018.0,"民宗","坪山区","行政检查",2.0
2018.0,"人社","坪山区","行政检查",0.0
2018.0,"审计","坪山区","行政检查",0.0
2018.0,"生态","坪山区","行政检查",22.0
2018.0,"水务","坪山区","行政检查",1.0
2018.0,"司法","坪山区","行政检查",6.0
2018.0,"统计","坪山区","行政检查",2.0
2018.0,"卫生","坪山区","行政检查",28.0
2018.0,"文体","坪山区","行政检查",0.0
2018.0,"住建","坪山区","行政检查",5.0
2018.0,"保密","盐田区","行政检查",0.0
2018.0,"财政","盐田区","行政检查",5.0
2018.0,"档案","盐田区","行政检查",1.0
2018.0,"防空","盐田区","行政检查",2.0
2018.0,"公安","盐田区","行政检查",21.0
2018.0,"规自","盐田区","行政检查",7.0
2018.0,"教育","盐田区","行政检查",0.0
2018.0,"民政","盐田区","行政检查",0.0
2018.0,"民宗","盐田区","行政检查",1.0
2018.0,"人社","盐田区","行政检查",16.0
2018.0,"审计","盐田区","行政检查",5.0
2018.0,"生态","盐田区","行政检查",22.0
2018.0,"水务","盐田区","行政检查",19.0
2018.0,"司法","盐田区","行政检查",6.0
2018.0,"统计","盐田区","行政检查",2.0
2018.0,"卫生","盐田区","行政检查",37.0
2018.0,"文体","盐田区","行政检查",27.0
2018.0,"应急","盐田区","行政检查",15.0
2018.0,,"盐田区","行政检查",11.0
2018.0,"财政",,"行政检查",0.0
2018.0,"档案",,"行政检查",1.0
2018.0,"发改",,"行政检查",0.0
2018.0,"工信",,"行政检查",0.0
2018.0,"公安",,"行政检查",27.0
2018.0,"规自",,"行政检查",24.0
2018.0,"交通",,"行政检查",22.0
2018.0,"教育",,"行政检查",1.0
2018.0,"金融",,"行政检查",1.0
2018.0,"民政",,"行政检查",6.0
2018.0,"民宗",,"行政检查",1.0
2018.0,"气象",,"行政检查",6.0
2018.0,"人社",,"行政检查",6.0
2018.0,"生态",,"行政检查",25.0
2018.0,"水务",,"行政检查",10.0
2018.0,"司法",,"行政检查",2.0
2018.0,"卫生",,"行政检查",23.0
2018.0,"住建",,"行政检查",1.0
2018.0,,,"行政检查",1.0
2019.0,"财政","宝安区","行政检查",9.0
2019.0,"档案","宝安区","行政检查",1.0
2019.0,"公安","宝安区","行政检查",23.0
2019.0,"规自","宝安区","行政检查",5.0
2019.0,"教育","宝安区","行政检查",4.0
2019.0,"民政","宝安区","行政检查",14.0
2019.0,"民宗","宝安区","行政检查",1.0
2019.0,"人社","宝安区","行政检查",14.0
2019.0,"审计","宝安区","行政检查",5.0
2019.0,"生态","宝安区","行政检查",22.0
2019.0,"水务","宝安区","行政检查",26.0
2019.0,"司法","宝安区","行政检查",6.0
2019.0,"统计","宝安区","行政检查",2.0
2019.0,"卫生","宝安区","行政检查",44.0
2019.0,"文体","宝安区","行政检查",9.0
2019.0,"应急","宝安区","行政检查",18.0
2019.0,"住建","宝安区","行政检查",2.0
2019.0,,"宝安区","行政检查",21.0
2019.0,"财政","大鹏新区","行政检查",9.0
2019.0,"档案","大鹏新区","行政检查",1.0
2019.0,"公安","大鹏新区","行政检查",26.0
2019.0,"规自","大鹏新区","行政检查",3.0
2019.0,"教育","大鹏新区","行政检查",4.0
2019.0,"民政","大鹏新区","行政检查",5.0
2019.0,"民宗","大鹏新区","行政检查",2.0
2019.0,"水务","大鹏新区","行政检查",15.0
2019.0,"司法","大鹏新区","行政检查",6.0
2019.0,"统计","大鹏新区","行政检查",2.0
2019.0,"卫生","大鹏新区","行政检查",28.0
2019.0,"文体","大鹏新区","行政检查",26.0
2019.0,"应急","大鹏新区","行政检查",7.0
2019.0,"住建","大鹏新区","行政检查",7.0
2019.0,,"大鹏新区","行政检查",2.0
2019.0,"财政","福田区","行政检查",9.0
2019.0,"档案","福田区","行政检查",2.0
2019.0,"公安","福田区","行政检查",20.0
2019.0,"规自","福田区","行政检查",6.0
2019.0,"教育","福田区","行政检查",7.0
2019.0,"民政","福田区","行政检查",5.0
2019.0,"民宗","福田区","行政检查",2.0
2019.0,"人社","福田区","行政检查",14.0
2019.0,"商务","福田区","行政检查",1.0
2019.0,"审计","福田区","行政检查",5.0
2019.0,"生态","福田区","行政检查",22.0
2019.0,"水务","福田区","行政检查",10.0
2019.0,"司法","福田区","行政检查",6.0
2019.0,"统计","福田区","行政检查",2.0
2019.0,"卫生","福田区","行政检查",22.0
2019.0,"住建","福田区","行政检查",1.0
2019.0,,"福田区","行政检查",21.0
2019.0,"财政","光明区","行政检查",1.0
2019.0,"档案","光明区","行政检查",1.0
2019.0,"公安","光明区","行政检查",20.0
2019.0,"规自","光明区","行政检查",4.0
2019.0,"教育","光明区","行政检查",2.0
2019.0,"民政","光明区","行政检查",7.0
2019.0,"民宗","光明区","行政检查",2.0
2019.0,"生态","光明区","行政检查",22.0
2019.0,"水务","光明区","行政检查",18.0
2019.0,"司法","光明区","行政检查",4.0
2019.0,"统计","光明区","行政检查",1.0
2019.0,"卫生","光明区","行政检查",28.0
2019.0,"文体","光明区","行政检查",30.0
2019.0,"医疗","光明区","行政检查",3.0
2019.0,"应急","光明区","行政检查",17.0
2019.0,"住建","光明区","行政检查",3.0
2019.0,"财政","龙岗区","行政检查",7.0
2019.0,"档案","龙岗区","行政检查",2.0
2019.0,"公安","龙岗区","行政检查",21.0
2019.0,"规自","龙岗区","行政检查",5.0
2019.0,"教育","龙岗区","行政检查",9.0
2019.0,"民政","龙岗区","行政检查",10.0
2019.0,"民宗","龙岗区","行政检查",1.0
2019.0,"人社","龙岗区","行政检查",12.0
2019.0,"审计","龙岗区","行政检查",6.0
2019.0,"生态","龙岗区","行政检查",22.0
2019.0,"水务","龙岗区","行政检查",27.0
2019.0,"司法","龙岗区","行政检查",5.0
2019.0,"统计","龙岗区","行政检查",2.0
2019.0,"卫生","龙岗区","行政检查",21.0
2019.0,"文体","龙岗区","行政检查",30.0
2019.0,"应急","龙岗区","行政检查",14.0
2019.0,"保密","龙华区","行政检查",1.0
2019.0,"财政","龙华区","行政检查",5.0
2019.0,"城管","龙华区","行政检查",3.0
2019.0,"档案","龙华区","行政检查",2.0
2019.0,"公安","龙华区","行政检查",20.0
2019.0,"规自","龙华区","行政检查",10.0
2019.0,"教育","龙华区","行政检查",2.0
2019.0,"民政","龙华区","行政检查",12.0
2019.0,"民宗","龙华区","行政检查",2.0
2019.0,"人社","龙华区","行政检查",13.0
2019.0,"审计","龙华区","行政检查",6.0
2019.0,"生态","龙华区","行政检查",22.0
2019.0,"事单","龙华区","行政检查",1.0
2019.0,"水务","龙华区","行政检查",26.0
2019.0,"司法","龙华区","行政检查",6.0
2019.0,"统计","龙华区","行政检查",2.0
2019.0,"卫生","龙华区","行政检查",44.0
2019.0,"文体","龙华区","行政检查",29.0
2019.0,"应急","龙华区","行政检查",13.0
2019.0,"住建","龙华区","行政检查",6.0
2019.0,"财政","罗湖区","行政检查",2.0
2019.0,"档案","罗湖区","行政检查",2.0
2019.0,"公安","罗湖区","行政检查",20.0
2019.0,"规自","罗湖区","行政检查",6.0
2019.0,"教育","罗湖区","行政检查",2.0
2019.0,"民政","罗湖区","行政检查",10.0
2019.0,"民宗","罗湖区","行政检查",1.0
2019.0,"人社","罗湖区","行政检查",16.0
2019.0,"审计","罗湖区","行政检查",6.0
2019.0,"生态","罗湖区","行政检查",22.0
2019.0,"事单","罗湖区","行政检查",1.0
2019.0,"水务","罗湖区","行政检查",27.0
2019.0,"司法","罗湖区","行政检查",2.0
2019.0,"统计","罗湖区","行政检查",2.0
2019.0,"卫生","罗湖区","行政检查",44.0
2019.0,"文体","罗湖区","行政检查",31.0
2019.0,"应急","罗湖区","行政检查",19.0
2019.0,"住建","罗湖区","行政检查",4.0
2019.0,,"罗湖区","行政检查",14.0
2019.0,"财政","南山区","行政检查",8.0
2019.0,"城管","南山区","行政检查",5.0
2019.0,"档案","南山区","行政检查",2.0
2019.0,"工信","南山区","行政检查",1.0
2019.0,"公安","南山区","行政检查",21.0
2019.0,"规自","南山区","行政检查",7.0
2019.0,"教育","南山区","行政检查",1.0
2019.0,"民宗","南山区","行政检查",1.0
2019.0,"人社","南山区","行政检查",16.0
2019.0,"审计","南山区","行政检查",6.0
2019.0,"生态","南山区","行政检查",22.0
2019.0,"水务","南山区","行政检查",11.0
2019.0,"司法","南山区","行政检查",2.0
2019.0,"统计","南山区","行政检查",2.0
2019.0,"卫生","南山区","行政检查",21.0
2019.0,"文体","南山区","行政检查",27.0
2019.0,"应急","南山区","行政检查",12.0
2019.0,"住建","南山区","行政检查",5.0
2019.0,,"南山区","行政检查",1.0
2019.0,"保密","坪山区","行政检查",1.0
2019.0,"财政","坪山区","行政检查",9.0
2019.0,"公安","坪山区","行政检查",23.0
2019.0,"规自","坪山区","行政检查",3.0
2019.0,"教育","坪山区","行政检查",21.0
2019.0,"民政","坪山区","行政检查",11.0
2019.0,"民宗","坪山区","行政检查",2.0
2019.0,"人社","坪山区","行政检查",13.0
2019.0,"审计","坪山区","行政检查",5.0
2019.0,"生态","坪山区","行政检查",22.0
2019.0,"水务","坪山区","行政检查",18.0
2019.0,"司法","坪山区","行政检查",6.0
2019.0,"统计","坪山区","行政检查",2.0
2019.0,"卫生","坪山区","行政检查",28.0
2019.0,"文体","坪山区","行政检查",33.0
2019.0,"住建","坪山区","行政检查",5.0
2019.0,"保密","盐田区","行政检查",1.0
2019.0,"财政","盐田区","行政检查",5.0
2019.0,"档案","盐田区","行政检查",2.0
2019.0,"防空","盐田区","行政检查",2.0
2019.0,"公安","盐田区","行政检查",21.0
2019.0,"规自","盐田区","行政检查",7.0
2019.0,"教育","盐田区","行政检查",4.0
2019.0,"民政","盐田区","行政检查",6.0
2019.0,"民宗","盐田区","行政检查",2.0
2019.0,"人社","盐田区","行政检查",16.0
2019.0,"审计","盐田区","行政检查",5.0
2019.0,"生态","盐田区","行政检查",22.0
2019.0,"水务","盐田区","行政检查",19.0
2019.0,"司法","盐田区","行政检查",6.0
2019.0,"统计","盐田区","行政检查",2.0
2019.0,"卫生","盐田区","行政检查",37.0
2019.0,"文体","盐田区","行政检查",27.0
2019.0,"应急","盐田区","行政检查",17.0
2019.0,,"盐田区","行政检查",11.0
2019.0,"财政",,"行政检查",13.0
2019.0,"档案",,"行政检查",1.0
2019.0,"发改",,"行政检查",1.0
2019.0,"工信",,"行政检查",3.0
2019.0,"公安",,"行政检查",27.0
2019.0,"规自",,"行政检查",24.0
2019.0,"交通",,"行政检查",22.0
2019.0,"教育",,"行政检查",1.0
2019.0,"金融",,"行政检查",1.0
2019.0,"民政",,"行政检查",11.0
2019.0,"民宗",,"行政检查",1.0
2019.0,"气象",,"行政检查",6.0
2019.0,"人社",,"行政检查",6.0
2019.0,"生态",,"行政检查",25.0
2019.0,"水务",,"行政检查",10.0
2019.0,"司法",,"行政检查",2.0
2019.0,"卫生",,"行政检查",23.0
2019.0,"住建",,"行政检查",1.0
2019.0,,,"行政检查",1.0
2016.0,"城管","宝安区","行政强制",0.0
2016.0,"公安","宝安区","行政强制",83.0
2016.0,"规自","宝安区","行政强制",7.0
2016.0,"民政","宝安区","行政强制",5.0
