"MEAN(FILL_DAYS)","MEAN(SURVEY_DAYS)","MEAN(DECISION_DAYS)","MEAN(PUNISH_DAYS)","MEAN(END_DAYS)","YEAR","PUNISH_HANGYE","PUNISH_QUYU"
11.116666666666665,,,21.032967032967036,3.956521739130433,2017.0,"卫生","福田区"
17.050505050505052,,,25.570175438596497,4.570175438596492,2018.0,"卫生","福田区"
6.076335877862595,,,9.02469135802469,6.592592592592589,2019.0,"卫生","福田区"
14.548387096774196,,,65.04081632653067,7.44444444444444,2016.0,"卫生","罗湖区"
15.981481481481477,,,36.87394957983199,4.417391304347825,2017.0,"卫生","罗湖区"
36.454545454545446,,,29.69565217391305,6.234782608695655,2018.0,"卫生","罗湖区"
13.935483870967742,,,5.73913043478261,5.297872340425531,2019.0,"卫生","罗湖区"
2.601476014760149,,,17.007220216606513,1.804511278195488,2016.0,"卫生","龙华区"
3.2006172839506166,,,30.819944598337923,4.193939393939399,2017.0,"卫生","龙华区"
7.7835497835497875,,,33.095343680709554,11.72527472527473,2018.0,"卫生","龙华区"
12.535714285714286,,,10.674698795180719,11.373493975903612,2019.0,"卫生","龙华区"
3.842105263157894,,,73.82352941176472,15.96517412935324,2016.0,"卫生","龙岗区"
5.713333333333335,,,63.16037735849062,23.75119617224881,2017.0,"卫生","龙岗区"
5.382352941176468,,,21.901808785529727,9.11720698254363,2018.0,"卫生","龙岗区"
9.38197424892705,,,5.464968152866243,5.424050632911395,2019.0,"卫生","龙岗区"
0.0,,21.0,3.0,8.0,2017.0,"司法","市级"
0.0,,24.42857142857142,15.285714285714286,46.57142857142858,2018.0,"司法","市级"
15.0,34.5,17.5,0.0,0.0,2019.0,"司法","市级"
-143.3076923076923,,-211.07692307692304,0.0,42.07692307692309,2018.0,"城管","南山区"
-10.738219895287958,,-109.46596858638743,0.0,8.329842931937177,2019.0,"城管","南山区"
-798.0,,-64.0,0.0,61.0,2017.0,"城管","坪山区"
-109.4736842105263,,-203.3684210526316,0.0,33.157894736842096,2018.0,"城管","坪山区"
-12.57894736842106,,-114.22076023391817,0.0,18.96491228070174,2019.0,"城管","坪山区"
-100.36818181818178,,-229.19545454545457,0.0,60.42272727272729,2018.0,"城管","宝安区"
-18.13634920634918,,-103.4965079365073,0.0,11.691269841269838,2019.0,"城管","宝安区"
-52.59999999999999,,-263.8,0.0,36.41999999999998,2018.0,"城管","市级"
-29.617608409986893,,-134.14980289093282,0.0,25.303547963206352,2019.0,"城管","市级"
0.0,,-103.4,0.0,0.0,2019.0,"城管","盐田区"
-11.90909090909091,,-238.09090909090907,0.0,4.727272727272727,2018.0,"城管","福田区"
-3.4394350896251997,,-102.51765344921228,0.0,1.7202607278652866,2019.0,"城管","福田区"
-37.29999999999998,,-232.04999999999998,0.0,0.0,2018.0,"城管","罗湖区"
-15.615830115830104,,-102.81467181467184,0.0,8.011583011583028,2019.0,"城管","罗湖区"
-20.0,,-240.93333333333334,0.0,12.333333333333332,2018.0,"城管","龙华区"
-10.751358695652181,,-109.81521739130409,0.0,6.309782608695651,2019.0,"城管","龙华区"
-387.0,,-583.0,0.0,356.0,2017.0,"城管","龙岗区"
-135.27450980392152,,-330.74509803921563,0.0,125.09803921568627,2018.0,"城管","龙岗区"
-7.834889148191363,,-107.36989498249673,0.0,9.828471411902003,2019.0,"城管","龙岗区"
2.3333333333333335,1.333333333333333,3.2499999999999996,2.75,0.0,2018.0,"工信","龙岗区"
1.252100840336134,,,,,2016.0,"市监","光明区"
1.3885209713024262,,,,,2017.0,"市监","光明区"
0.9495145631067965,,,,,2018.0,"市监","光明区"
1.1686046511627903,,,,,2019.0,"市监","光明区"
2.8146718146718137,,,,,2016.0,"市监","南山区"
1.8425881216803466,,,,,2017.0,"市监","南山区"
1.22462627852085,,,,,2018.0,"市监","南山区"
0.9934102141680403,,,,,2019.0,"市监","南山区"
1.4615384615384608,,,,,2016.0,"市监","坪山区"
1.312925170068027,,,,,2017.0,"市监","坪山区"
1.2799999999999987,,,,,2018.0,"市监","坪山区"
1.105263157894737,,,,,2019.0,"市监","坪山区"
3.666666666666666,,,,,2016.0,"市监","大鹏新区"
2.054644808743168,,,,,2017.0,"市监","大鹏新区"
1.4929577464788732,,,,,2018.0,"市监","大鹏新区"
1.6911764705882344,,,,,2019.0,"市监","大鹏新区"
2.4879154078549797,,,,,2016.0,"市监","宝安区"
2.327266108481978,,,,,2017.0,"市监","宝安区"
1.375773298742755,,,,,2018.0,"市监","宝安区"
1.3661299940369678,,,,,2019.0,"市监","宝安区"
4.715447154471544,,,,,2016.0,"市监","市级"
1.4551767676767633,,,,,2017.0,"市监","市级"
1.3054619015509068,,,,,2018.0,"市监","市级"
1.169491525423729,,,,,2019.0,"市监","市级"
2.2499999999999996,,,,,2016.0,"市监","盐田区"
1.7559055118110236,,,,,2017.0,"市监","盐田区"
1.255681818181818,,,,,2018.0,"市监","盐田区"
1.4782608695652162,,,,,2019.0,"市监","盐田区"
6.523644752018452,,,,,2016.0,"市监","福田区"
2.506614785992217,,,,,2017.0,"市监","福田区"
1.561244329228773,,,,,2018.0,"市监","福田区"
1.3008658008657992,,,,,2019.0,"市监","福田区"
3.3896551724137933,,,,,2016.0,"市监","罗湖区"
2.723939929328622,,,,,2017.0,"市监","罗湖区"
2.408187838651413,,,,,2018.0,"市监","罗湖区"
1.4981481481481467,,,,,2019.0,"市监","罗湖区"
3.4504504504504485,,,,,2016.0,"市监","龙华区"
2.361445783132522,,,,,2017.0,"市监","龙华区"
1.6468716861081665,,,,,2018.0,"市监","龙华区"
1.5629290617848952,,,,,2019.0,"市监","龙华区"
2.8962848297213624,,,,,2016.0,"市监","龙岗区"
1.9307938354172731,,,,,2017.0,"市监","龙岗区"
1.4985881403791832,,,,,2018.0,"市监","龙岗区"
1.2185007974481648,,,,,2019.0,"市监","龙岗区"
2.4103343465045577,40.10942249240126,13.075987841945288,,,2017.0,"应急","光明区"
1.5833333333333333,141.368989205103,-119.4254901960783,,,2018.0,"应急","光明区"
1.997361477572559,40.34656084656092,-10.372031662269126,,,2019.0,"应急","光明区"
1.6875000000000009,123.94531250000011,19.281250000000036,,,2017.0,"应急","南山区"
1.9150943396226405,41.75471698113207,0.41194968553458966,,,2018.0,"应急","南山区"
1.7714285714285714,50.721428571428554,2.7142857142857144,,,2019.0,"应急","南山区"
-0.5061728395061729,237.95061728395063,-146.34567901234567,,,2017.0,"应急","坪山区"
5.04020979020979,32.61363636363643,-13.150349650349657,,,2018.0,"应急","坪山区"
2.287037037037035,19.17592592592591,1.9953703703703691,,,2019.0,"应急","坪山区"
5.394736842105263,60.02631578947369,15.0,,,2017.0,"应急","大鹏新区"
2.6060606060606046,44.25757575757574,-7.696969696969691,,,2018.0,"应急","大鹏新区"
1.8124999999999998,33.86666666666667,7.9999999999999964,,,2019.0,"应急","大鹏新区"
2.3210332103321023,31.42804428044281,95.8007380073802,,,2017.0,"应急","宝安区"
2.547184170471837,35.99923896499248,16.37823439878235,,,2018.0,"应急","宝安区"
1.7252747252747245,32.65934065934069,7.758241758241765,,,2019.0,"应急","宝安区"
12.190476190476186,122.23809523809523,257.66666666666663,,,2017.0,"应急","盐田区"
30.767857142857128,46.214285714285694,6.1428571428571415,,,2018.0,"应急","盐田区"
10.952380952380947,55.14285714285713,30.999999999999993,,,2019.0,"应急","盐田区"
13.857819905213272,69.14691943127958,70.02843601895728,,,2017.0,"应急","福田区"
19.065705128205135,53.98717948717952,2.810897435897436,,,2018.0,"应急","福田区"
17.65454545454545,44.854545454545494,2.1818181818181808,,,2019.0,"应急","福田区"
-1.0673076923076932,69.85576923076927,60.42307692307692,,,2017.0,"应急","罗湖区"
2.514606741573035,39.46516853932584,2.271910112359549,,,2018.0,"应急","罗湖区"
2.2748538011695896,23.707602339181292,5.394736842105261,,,2019.0,"应急","罗湖区"
1.1699507389162547,197.95073891625609,-99.0394088669951,,,2017.0,"应急","龙华区"
1.3768971332209115,45.11298482293427,-4.421585160202368,,,2018.0,"应急","龙华区"
1.6879150066401056,26.833997343957535,5.0730411686587,,,2019.0,"应急","龙华区"
-726.0,746.0,1.0,,,2016.0,"应急","龙岗区"
4.370748299319731,156.02721088435362,-72.45578231292511,,,2017.0,"应急","龙岗区"
4.029922202274089,28.485936564931198,1.5176540993417078,,,2018.0,"应急","龙岗区"
2.5118306351183066,25.972602739726046,2.968866749688667,,,2019.0,"应急","龙岗区"
0.0,,8.333333333333332,109578.66666666666,-109572.66666666666,2018.0,"教育","市级"
30.0,5.0,14.0,0.0,2.0,2017.0,"教育","龙华区"
21.0,25.0,31.0,0.0,4.0,2018.0,"教育","龙华区"
1.2499999999999998,72.49999999999999,-17.909090909090907,43.727272727272734,-19.454545454545453,2018.0,"文体","光明区"
0.16666666666666669,59.0,12.833333333333336,4.0,10.0,2019.0,"文体","光明区"
4.333333333333331,26.8,-1.1666666666666672,12.02272727272727,8.704545454545455,2018.0,"文体","南山区"
76.9090909090909,9.2,6.727272727272727,17.090909090909086,7.454545454545453,2019.0,"文体","南山区"
4.25,,14.5,10.125,8.125,2018.0,"文体","坪山区"
3.5,,14.0,3.5,5.5,2019.0,"文体","坪山区"
19.25,,8.0,1.9999999999999998,4.333333333333333,2019.0,"文体","大鹏新区"
0.5517241379310344,10.724137931034482,17.206896551724135,9.17241379310345,6.068965517241379,2018.0,"文体","宝安区"
2.5,21.75,12.5,0.0,10.749999999999998,2019.0,"文体","宝安区"
9.5,,82.5,213.0,-180.0,2017.0,"文体","市级"
71.16666666666666,,-14.0,68.33333333333336,-41.66666666666667,2018.0,"文体","市级"
2.3906249999999982,,14.468749999999991,4.328125,12.828124999999993,2018.0,"文体","福田区"
2.3124999999999996,,4.406249999999999,4.937500000000001,0.9999999999999999,2019.0,"文体","福田区"
1.2888888888888885,0.0,2.8444444444444454,-15011.181818181827,15026.409090909086,2018.0,"文体","罗湖区"
2.1578947368421053,,13.894736842105264,2.8947368421052624,0.1578947368421052,2019.0,"文体","罗湖区"
0.0,,8.0,1.0,0.0,2017.0,"文体","龙华区"
-13.153846153846153,,7.807692307692304,25.730769230769226,-13.692307692307693,2018.0,"文体","龙华区"
1.0,,5.0,28.0,0.0,2019.0,"文体","龙华区"
1.971428571428571,,35.88571428571431,6.904761904761905,-2.9428571428571435,2018.0,"文体","龙岗区"
0.0,,40.0,9.0,0.0,2019.0,"文体","龙岗区"
-0.6666666666666666,62.66666666666666,9.666666666666664,21.0,0.0,2018.0,"民政","南山区"
0.0,,126.0,2.0,0.0,2018.0,"民政","坪山区"
29.26829268292683,15.0,74.6341463414634,163.2926829268292,0.0,2018.0,"民政","宝安区"
7.379310344827585,,152.0714285714286,204.0357142857143,-0.678571428571427,2017.0,"民政","市级"
0.0,,108.0,1.0,1.0,2018.0,"民政","市级"
0.0,,33.0,91.0,98.0,2017.0,"民政","龙岗区"
0.2413793103448277,,59.79310344827586,27.965517241379317,14.137931034482754,2018.0,"水务","光明区"
0.0,,72.89999999999999,2.1,11.299999999999999,2019.0,"水务","光明区"
6.375,,70.75,78.5,15.250000000000002,2017.0,"水务","南山区"
5.609756097560977,,72.97560975609757,49.74999999999999,25.725,2018.0,"水务","南山区"
0.6666666666666666,,59.55555555555556,3.333333333333333,7.888888888888889,2019.0,"水务","南山区"
0.42857142857142855,17.0,52.28571428571429,44.57142857142857,10.285714285714286,2017.0,"水务","坪山区"
-2.9642857142857135,6.357142857142857,45.96428571428571,16.357142857142858,12.428571428571423,2018.0,"水务","坪山区"
1.8333333333333335,4.2,54.50000000000001,34.00000000000001,6.0,2019.0,"水务","坪山区"
2.107142857142857,,33.53571428571428,36.8076923076923,5.115384615384616,2018.0,"水务","大鹏新区"
0.0,,15.0,0.0,3.0,2019.0,"水务","大鹏新区"
0.5714285714285714,,187.1904761904762,6.76190476190476,77.85714285714282,2018.0,"水务","宝安区"
0.0,,111.41176470588233,8.705882352941178,49.70588235294118,2019.0,"水务","宝安区"
5.166666666666667,,,,33.0,2018.0,"水务","市级"
373.0,,,,,2019.0,"水务","市级"
4.789473684210525,0.0,64.73684210526314,-6.647058823529411,25.176470588235293,2018.0,"水务","盐田区"
3.2499999999999996,,14.374999999999998,15.749999999999998,14.625,2019.0,"水务","盐田区"
2.5731707317073167,,80.4,94.70588235294119,83.47058823529412,2018.0,"水务","福田区"
64.85714285714286,,64.28571428571429,,,2019.0,"水务","福田区"
4.0,9.000000000000002,104.5,113.66666666666669,34.833333333333336,2017.0,"水务","罗湖区"
16.736842105263154,-26.473684210526315,154.68421052631578,12.666666666666664,6.944444444444443,2018.0,"水务","罗湖区"
2.0000000000000004,19.428571428571434,58.14285714285714,9.899999999999999,16.200000000000003,2019.0,"水务","罗湖区"
3.1764705882352944,0.0,131.05882352941177,104.52941176470588,8.823529411764707,2017.0,"水务","龙华区"
6.083333333333334,0.0,98.30555555555557,45.85714285714285,52.28571428571426,2018.0,"水务","龙华区"
7.25,,51.0,98.5,26.25,2017.0,"水务","龙岗区"
2.8888888888888884,,51.48148148148148,15.759999999999996,26.559999999999995,2018.0,"水务","龙岗区"
8.857142857142858,,68.35714285714285,-31.99999999999999,49.749999999999986,2019.0,"水务","龙岗区"
7.0,,41.0,10.0,1.0,2017.0,"生态","大鹏新区"
74.2,,52.0,14.200000000000001,3.6000000000000005,2018.0,"生态","大鹏新区"
0.0,,,,,2016.0,"生态","市级"
-0.34649122807017546,,,,,2017.0,"生态","市级"
-1.2105263157894746,,,,,2018.0,"生态","市级"
-0.09090909090909093,,,,,2019.0,"生态","市级"
5.454545454545454,,67.27272727272727,69.42857142857142,116.80952380952378,2017.0,"生态","福田区"
12.323529411764701,,30.73333333333332,124.54838709677419,98.53125000000001,2018.0,"生态","福田区"
550.0,,15.0,334.0,1.0,2019.0,"生态","福田区"
9.5,,101.5,15.5,7.5,2017.0,"生态","龙华区"
86.0,,,,,2018.0,"生态","龙岗区"
3.0,0.0,119.0,37.666666666666664,22.999999999999996,2019.0,"生态","龙岗区"
21.0,19.0,4.0,6.0,32.0,2018.0,"统计","福田区"
0.0,1.0,5.0,50.0,2.0,2018.0,"规自","光明区"
14.0,34.0,6.0,3.0,11.0,2019.0,"规自","光明区"
4.146341463414634,15.916666666666668,23.1219512195122,81.74285714285716,17.171428571428567,2018.0,"规自","南山区"
6.181818181818182,39.83333333333334,9.90909090909091,7.5,5.199999999999999,2019.0,"规自","南山区"
7.396226415094335,,19.905660377358494,69.14285714285717,14.591836734693878,2018.0,"规自","坪山区"
2.0,,31.062500000000004,46.24999999999999,13.4375,2019.0,"规自","坪山区"
3.0,38.0,22.0,4.0,2.0,2018.0,"规自","大鹏新区"
0.0,,10.0,2.0,2.0,2017.0,"规自","宝安区"
-43.99999999999999,,-6.749999999999996,0.0,4.0,2018.0,"规自","宝安区"
6.866666666666667,,13.600000000000001,14.999999999999998,1.25,2019.0,"规自","宝安区"
14.83333333333333,,12.166666666666666,-29.16666666666667,41.58333333333332,2016.0,"规自","市级"
5.619047619047618,,21.619047619047617,4.57142857142857,18.238095238095234,2017.0,"规自","市级"
5.500000000000001,,10.250000000000004,-0.5625,34.6875,2018.0,"规自","市级"
17.000000000000004,,23.833333333333336,31.333333333333332,9.333333333333334,2019.0,"规自","市级"
47.42857142857142,-23.285714285714295,23.571428571428573,81.85714285714286,11.0,2018.0,"规自","盐田区"
7.0,56.0,17.0,0.0,5.0,2019.0,"规自","盐田区"
14.0,,79.0,602.0,10.0,2017.0,"规自","福田区"
4.391304347826087,20.347826086956523,1.3043478260869565,44.54545454545455,7.045454545454545,2018.0,"规自","福田区"
7.031249999999999,15.677419354838703,8.15625,13.709677419354836,7.322580645161288,2019.0,"规自","福田区"
19.0,6.0,16.0,105.5,85.4,2018.0,"规自","罗湖区"
1.0,5.0,5.0,2.0,56.0,2019.0,"规自","罗湖区"
16.0,42.0,,,0.0,2016.0,"规自","龙华区"
0.0,0.0,10.0,,,2017.0,"规自","龙华区"
25.111111111111107,21.875000000000004,37.71428571428572,30.400000000000002,10.833333333333334,2018.0,"规自","龙华区"
23.142857142857146,11.285714285714285,27.000000000000004,25.0,2.1666666666666665,2019.0,"规自","龙华区"
2.3250000000000006,49.36363636363636,14.605263157894742,45.91304347826087,18.43478260869564,2018.0,"规自","龙岗区"
4.636363636363637,21.200000000000003,4.863636363636363,21.333333333333336,0.5,2019.0,"规自","龙岗区"
377.0,0.0,79.0,4.0,17.0,2018.0,"财政","坪山区"
9.0,,0.0,6.5,59.5,2017.0,"财政","宝安区"
3.7142857142857144,,0.0,16.2,20.0,2018.0,"财政","宝安区"
29.090909090909086,,157.0,10.454545454545451,-9.227272727272727,2017.0,"财政","市级"
-10.29032258064516,0.0,161.48387096774192,15.580645161290324,14.45161290322581,2018.0,"财政","市级"
1.0,,24.0,12.0,0.0,2019.0,"财政","市级"
25.0,,0.0,272.0,30.0,2017.0,"财政","福田区"
9.25,,66.75,365.0,-172.0,2018.0,"财政","福田区"
2.5,,35.125,20.125,56.00000000000001,2018.0,"财政","罗湖区"
0.0,,44.0,6.0,12.0,2018.0,"财政","龙华区"
0.0,,20.0,8.0,0.0,2019.0,"财政","龙华区"
59.33333333333335,86.86666666666669,52.66666666666667,13.933333333333334,5.066666666666667,2017.0,"财政","龙岗区"
53.66666666666666,72.55555555555554,56.222222222222214,7.111111111111111,4.666666666666666,2018.0,"财政","龙岗区"
391.0,-2.0,107.0,15.0,7.0,2019.0,"财政","龙岗区"
