"YEAR","PEO_ENFORCE_HANGYE","PEO_ENFORCE_QUYU","ALL(SHIJI)","ALL(SHENGJI)","ALL(BUJI)","CODE_ALL","SUM(SHIJI)","SUM(SHENGJI)","SUM(BUJI)","SUM(SHI_SHENG)","SUM(SHI_BU)","SUM(SHENG_BU)"
2018.0,"民政","福田区",5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","福田区",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","光明区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","光明区",4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","光明区",4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","光明区",4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","龙岗区",3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","龙岗区",14.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","龙岗区",19.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","龙华区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","龙华区",12.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","龙华区",13.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","龙华区",14.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","罗湖区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","罗湖区",4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","南山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","南山区",3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","南山区",4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","南山区",8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","坪山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","坪山区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","坪山区",15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","坪山区",16.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","市级",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","市级",21.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","市级",30.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","市级",30.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民政","盐田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民政","盐田区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民政","盐田区",10.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民政","盐田区",10.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","宝安区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","宝安区",9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","福田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","福田区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","福田区",3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","福田区",3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","光明区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","光明区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","光明区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","光明区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","龙岗区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","龙岗区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","龙岗区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","龙华区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","龙华区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","龙华区",8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","龙华区",8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","罗湖区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","罗湖区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","南山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","南山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","南山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","南山区",3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","坪山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","坪山区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","坪山区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","坪山区",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","市级",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","市级",8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","市级",8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","市级",16.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
2016.0,"民宗","盐田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"民宗","盐田区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2018.0,"民宗","盐田区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2019.0,"民宗","盐田区",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2016.0,"气象","市级",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"气象","市级",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2018.0,"气象","市级",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2019.0,"气象","市级",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","宝安区",52.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","宝安区",57.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","宝安区",65.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","大鹏新区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","大鹏新区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","大鹏新区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","大鹏新区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","福田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","福田区",43.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","福田区",44.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","福田区",44.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","光明区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","光明区",12.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","光明区",17.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","光明区",18.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","龙岗区",94.0,0.0,0.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","龙岗区",122.0,0.0,0.0,1.0,122.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","龙岗区",127.0,0.0,0.0,1.0,127.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","龙华区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","龙华区",33.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","龙华区",60.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","龙华区",73.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","罗湖区",8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","罗湖区",42.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","罗湖区",46.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","南山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","南山区",13.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","南山区",13.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","南山区",29.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","坪山区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","坪山区",24.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","坪山区",32.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","坪山区",43.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","市级",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","市级",28.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","市级",29.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","市级",29.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0
2016.0,"人社","盐田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"人社","盐田区",16.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
2018.0,"人社","盐田区",25.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0
2019.0,"人社","盐田区",27.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","宝安区",14.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","宝安区",14.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","宝安区",22.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","福田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","福田区",19.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","福田区",21.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","福田区",22.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","光明区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","光明区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","光明区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","光明区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","龙岗区",57.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","龙岗区",57.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","龙岗区",57.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","龙华区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","龙华区",4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","龙华区",9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","龙华区",9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","罗湖区",16.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","罗湖区",22.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","罗湖区",22.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","南山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","南山区",15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","南山区",20.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","南山区",20.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","坪山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","坪山区",11.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","坪山区",15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","坪山区",18.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","市级",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","市级",94.0,0.0,0.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","市级",94.0,0.0,0.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","市级",106.0,0.0,0.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0
2016.0,"审计","盐田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"审计","盐田区",10.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2018.0,"审计","盐田区",16.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
2019.0,"审计","盐田区",17.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","宝安区",44.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","宝安区",50.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","宝安区",50.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","大鹏新区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","大鹏新区",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","大鹏新区",15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","大鹏新区",15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","福田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","福田区",9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","福田区",17.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","福田区",18.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","光明区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","光明区",5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","光明区",7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","光明区",9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","龙岗区",69.0,0.0,0.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","龙岗区",77.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","龙岗区",77.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","龙华区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","龙华区",20.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","龙华区",23.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","龙华区",23.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","罗湖区",19.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","罗湖区",27.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","罗湖区",27.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","南山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","南山区",21.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","南山区",23.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","南山区",23.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","坪山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","坪山区",5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","坪山区",14.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","坪山区",15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","市级",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","市级",152.0,0.0,0.0,1.0,152.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","市级",169.0,0.0,0.0,1.0,169.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","市级",170.0,0.0,0.0,1.0,170.0,0.0,0.0,0.0,0.0,0.0
2016.0,"生态","盐田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"生态","盐田区",4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2018.0,"生态","盐田区",9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2019.0,"生态","盐田区",9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2016.0,"事单","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"事单","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"事单","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"事单","宝安区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016.0,"事单","大鹏新区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"事单","大鹏新区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"事单","大鹏新区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019.0,"事单","大鹏新区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016.0,"事单","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"事单","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"事单","龙岗区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2019.0,"事单","龙岗区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2016.0,"事单","龙华区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"事单","龙华区",2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2018.0,"事单","龙华区",3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2019.0,"事单","龙华区",3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2016.0,"事单","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"事单","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,"事单","罗湖区",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2019.0,"事单","罗湖区",6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
2016.0,"事单","坪山区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"事单","坪山区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018.0,"事单","坪山区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019.0,"事单","坪山区",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016.0,"市监","宝安区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"市监","宝安区",308.0,0.0,0.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0
2018.0,"市监","宝安区",348.0,0.0,0.0,1.0,348.0,0.0,0.0,0.0,0.0,0.0
2019.0,"市监","宝安区",362.0,0.0,0.0,1.0,362.0,0.0,0.0,0.0,0.0,0.0
2016.0,"市监","大鹏新区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"市监","大鹏新区",79.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0
2018.0,"市监","大鹏新区",95.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0
2019.0,"市监","大鹏新区",95.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0
2016.0,"市监","福田区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"市监","福田区",293.0,0.0,0.0,1.0,293.0,0.0,0.0,0.0,0.0,0.0
2018.0,"市监","福田区",338.0,0.0,0.0,1.0,338.0,0.0,0.0,0.0,0.0,0.0
2019.0,"市监","福田区",338.0,0.0,0.0,1.0,338.0,0.0,0.0,0.0,0.0,0.0
2016.0,"市监","光明区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"市监","光明区",21.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
2018.0,"市监","光明区",120.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0
2019.0,"市监","光明区",120.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0
2016.0,"市监","龙岗区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"市监","龙岗区",322.0,0.0,0.0,1.0,322.0,0.0,0.0,0.0,0.0,0.0
2018.0,"市监","龙岗区",363.0,0.0,0.0,1.0,363.0,0.0,0.0,0.0,0.0,0.0
2019.0,"市监","龙岗区",376.0,0.0,0.0,1.0,376.0,0.0,0.0,0.0,0.0,0.0
2016.0,"市监","龙华区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"市监","龙华区",158.0,0.0,0.0,1.0,158.0,0.0,0.0,0.0,0.0,0.0
2018.0,"市监","龙华区",184.0,0.0,0.0,1.0,184.0,0.0,0.0,0.0,0.0,0.0
2019.0,"市监","龙华区",184.0,0.0,0.0,1.0,184.0,0.0,0.0,0.0,0.0,0.0
2016.0,"市监","罗湖区",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,"市监","罗湖区",261.0,0.0,0.0,1.0,261.0,0.0,0.0,0.0,0.0,0.0
