"YEAR","PEO_ENFORCE_HANGYE","PEO_ENFORCE_QUYU","ENFORCEPEO_STAFFTYPE","SUM(*)"
2017.0,"住建","光明区","事业编制工作人员",9.0
2017.0,"住建","龙岗区","事业编制工作人员",120.0
2017.0,"住建","龙华区","事业编制工作人员",19.0
2017.0,"住建","罗湖区","事业编制工作人员",31.0
2017.0,"住建","南山区","事业编制工作人员",31.0
2017.0,"住建","坪山区","事业编制工作人员",14.0
2017.0,"住建","盐田区","事业编制工作人员",8.0
2018.0,"保密","光明区","事业编制工作人员",1.0
2018.0,"保密","坪山区","事业编制工作人员",1.0
2018.0,"财政","宝安区","事业编制工作人员",3.0
2018.0,"财政","大鹏新区","事业编制工作人员",2.0
2018.0,"财政","福田区","事业编制工作人员",3.0
2018.0,"财政","光明区","事业编制工作人员",3.0
2018.0,"财政","龙华区","事业编制工作人员",1.0
2018.0,"财政","南山区","事业编制工作人员",4.0
2018.0,"财政","坪山区","事业编制工作人员",6.0
2018.0,"城管","宝安区","事业编制工作人员",0.0
2018.0,"城管","大鹏新区","事业编制工作人员",7.0
2018.0,"城管","光明区","事业编制工作人员",0.0
2018.0,"城管","龙岗区","事业编制工作人员",12.0
2018.0,"城管","罗湖区","事业编制工作人员",2.0
2018.0,"城管","南山区","事业编制工作人员",31.0
2018.0,"城管","坪山区","事业编制工作人员",16.0
2018.0,"发改","大鹏新区","事业编制工作人员",2.0
2018.0,"发改","光明区","事业编制工作人员",2.0
2018.0,"工信","龙华区","事业编制工作人员",12.0
2018.0,"工信","南山区","事业编制工作人员",9.0
2018.0,"规自","大鹏新区","事业编制工作人员",1.0
2018.0,"规自","福田区","事业编制工作人员",9.0
2018.0,"规自","光明区","事业编制工作人员",11.0
2018.0,"规自","龙华区","事业编制工作人员",3.0
2018.0,"规自","南山区","事业编制工作人员",2.0
2018.0,"规自","坪山区","事业编制工作人员",12.0
2018.0,"教育","宝安区","事业编制工作人员",6.0
2018.0,"教育","龙岗区","事业编制工作人员",27.0
2018.0,"教育","坪山区","事业编制工作人员",1.0
2018.0,"民政","宝安区","事业编制工作人员",3.0
2018.0,"民政","光明区","事业编制工作人员",2.0
2018.0,"民政","龙岗区","事业编制工作人员",12.0
2018.0,"民政","龙华区","事业编制工作人员",9.0
2018.0,"民政","罗湖区","事业编制工作人员",0.0
2018.0,"民政","南山区","事业编制工作人员",2.0
2018.0,"民政","坪山区","事业编制工作人员",6.0
2018.0,"民政","盐田区","事业编制工作人员",6.0
2018.0,"民宗","罗湖区","事业编制工作人员",1.0
2018.0,"民宗","坪山区","事业编制工作人员",1.0
2018.0,"人社","宝安区","事业编制工作人员",4.0
2018.0,"人社","福田区","事业编制工作人员",6.0
2018.0,"人社","光明区","事业编制工作人员",2.0
2018.0,"人社","龙岗区","事业编制工作人员",8.0
2018.0,"人社","龙华区","事业编制工作人员",21.0
2018.0,"人社","罗湖区","事业编制工作人员",7.0
2018.0,"人社","南山区","事业编制工作人员",3.0
2018.0,"人社","坪山区","事业编制工作人员",12.0
2018.0,"审计","宝安区","事业编制工作人员",0.0
2018.0,"审计","福田区","事业编制工作人员",10.0
2018.0,"审计","光明区","事业编制工作人员",6.0
2018.0,"审计","龙岗区","事业编制工作人员",17.0
2018.0,"审计","龙华区","事业编制工作人员",2.0
2018.0,"审计","南山区","事业编制工作人员",5.0
2018.0,"审计","坪山区","事业编制工作人员",12.0
2018.0,"生态","宝安区","事业编制工作人员",1.0
2018.0,"生态","大鹏新区","事业编制工作人员",6.0
2018.0,"生态","福田区","事业编制工作人员",7.0
2018.0,"生态","光明区","事业编制工作人员",2.0
2018.0,"生态","龙岗区","事业编制工作人员",22.0
2018.0,"生态","龙华区","事业编制工作人员",1.0
2018.0,"生态","罗湖区","事业编制工作人员",14.0
2018.0,"生态","南山区","事业编制工作人员",7.0
2018.0,"生态","坪山区","事业编制工作人员",6.0
2018.0,"生态","盐田区","事业编制工作人员",2.0
2018.0,"事单","龙华区","事业编制工作人员",1.0
2018.0,"事单","坪山区","事业编制工作人员",1.0
2018.0,"市监","盐田区","事业编制工作人员",3.0
2018.0,"水务","宝安区","事业编制工作人员",10.0
2018.0,"水务","福田区","事业编制工作人员",9.0
2018.0,"水务","龙岗区","事业编制工作人员",24.0
2018.0,"水务","罗湖区","事业编制工作人员",3.0
2018.0,"水务","南山区","事业编制工作人员",2.0
2018.0,"水务","坪山区","事业编制工作人员",12.0
2018.0,"水务","盐田区","事业编制工作人员",6.0
2018.0,"司法","龙华区","事业编制工作人员",1.0
2018.0,"司法","坪山区","事业编制工作人员",1.0
2018.0,"统计","宝安区","事业编制工作人员",15.0
2018.0,"统计","福田区","事业编制工作人员",19.0
2018.0,"统计","龙华区","事业编制工作人员",1.0
2018.0,"统计","罗湖区","事业编制工作人员",3.0
2018.0,"统计","南山区","事业编制工作人员",16.0
2018.0,"统计","坪山区","事业编制工作人员",0.0
2018.0,"卫生","宝安区","事业编制工作人员",143.0
2018.0,"卫生","大鹏新区","事业编制工作人员",16.0
2018.0,"卫生","福田区","事业编制工作人员",5.0
2018.0,"卫生","光明区","事业编制工作人员",30.0
2018.0,"卫生","龙岗区","事业编制工作人员",164.0
2018.0,"卫生","龙华区","事业编制工作人员",2.0
2018.0,"卫生","南山区","事业编制工作人员",0.0
2018.0,"卫生","坪山区","事业编制工作人员",29.0
2018.0,"文体","大鹏新区","事业编制工作人员",3.0
2018.0,"文体","龙岗区","事业编制工作人员",2.0
2018.0,"医疗","宝安区","事业编制工作人员",0.0
2018.0,"医疗","大鹏新区","事业编制工作人员",0.0
2018.0,"医疗","福田区","事业编制工作人员",0.0
2018.0,"医疗","光明区","事业编制工作人员",0.0
2018.0,"医疗","龙岗区","事业编制工作人员",0.0
2018.0,"医疗","罗湖区","事业编制工作人员",0.0
2018.0,"医疗","坪山区","事业编制工作人员",0.0
2018.0,"医疗","盐田区","事业编制工作人员",0.0
2018.0,"应急","大鹏新区","事业编制工作人员",4.0
2018.0,"应急","福田区","事业编制工作人员",4.0
2018.0,"应急","光明区","事业编制工作人员",2.0
2018.0,"应急","龙岗区","事业编制工作人员",22.0
2018.0,"应急","龙华区","事业编制工作人员",7.0
2018.0,"应急","罗湖区","事业编制工作人员",5.0
2018.0,"应急","南山区","事业编制工作人员",14.0
2018.0,"应急","坪山区","事业编制工作人员",8.0
2018.0,"住建","宝安区","事业编制工作人员",87.0
2018.0,"住建","大鹏新区","事业编制工作人员",16.0
2018.0,"住建","福田区","事业编制工作人员",30.0
2018.0,"住建","光明区","事业编制工作人员",19.0
2018.0,"住建","龙岗区","事业编制工作人员",129.0
2018.0,"住建","龙华区","事业编制工作人员",30.0
2018.0,"住建","罗湖区","事业编制工作人员",45.0
2018.0,"住建","南山区","事业编制工作人员",32.0
2018.0,"住建","坪山区","事业编制工作人员",17.0
2018.0,"住建","盐田区","事业编制工作人员",21.0
2019.0,"保密","光明区","事业编制工作人员",1.0
2019.0,"保密","坪山区","事业编制工作人员",1.0
2019.0,"财政","宝安区","事业编制工作人员",3.0
2019.0,"财政","大鹏新区","事业编制工作人员",2.0
2019.0,"财政","福田区","事业编制工作人员",3.0
2019.0,"财政","光明区","事业编制工作人员",4.0
2019.0,"财政","龙华区","事业编制工作人员",1.0
2019.0,"财政","南山区","事业编制工作人员",4.0
2019.0,"财政","坪山区","事业编制工作人员",8.0
2019.0,"城管","宝安区","事业编制工作人员",2.0
2019.0,"城管","大鹏新区","事业编制工作人员",7.0
2019.0,"城管","光明区","事业编制工作人员",1.0
2019.0,"城管","龙岗区","事业编制工作人员",12.0
2019.0,"城管","罗湖区","事业编制工作人员",2.0
2019.0,"城管","南山区","事业编制工作人员",31.0
2019.0,"城管","坪山区","事业编制工作人员",26.0
2019.0,"发改","大鹏新区","事业编制工作人员",2.0
2019.0,"发改","光明区","事业编制工作人员",3.0
2019.0,"工信","龙华区","事业编制工作人员",12.0
2019.0,"工信","南山区","事业编制工作人员",9.0
2019.0,"规自","大鹏新区","事业编制工作人员",1.0
2019.0,"规自","福田区","事业编制工作人员",10.0
2019.0,"规自","光明区","事业编制工作人员",11.0
2019.0,"规自","龙华区","事业编制工作人员",3.0
2019.0,"规自","南山区","事业编制工作人员",2.0
2019.0,"规自","坪山区","事业编制工作人员",14.0
2019.0,"教育","宝安区","事业编制工作人员",14.0
2019.0,"教育","龙岗区","事业编制工作人员",27.0
2019.0,"教育","坪山区","事业编制工作人员",1.0
2019.0,"民政","宝安区","事业编制工作人员",4.0
2019.0,"民政","光明区","事业编制工作人员",2.0
2019.0,"民政","龙岗区","事业编制工作人员",17.0
2019.0,"民政","龙华区","事业编制工作人员",9.0
2019.0,"民政","罗湖区","事业编制工作人员",1.0
2019.0,"民政","南山区","事业编制工作人员",4.0
2019.0,"民政","坪山区","事业编制工作人员",6.0
2019.0,"民政","盐田区","事业编制工作人员",6.0
2019.0,"民宗","罗湖区","事业编制工作人员",1.0
2019.0,"民宗","坪山区","事业编制工作人员",2.0
2019.0,"人社","宝安区","事业编制工作人员",4.0
2019.0,"人社","福田区","事业编制工作人员",6.0
2019.0,"人社","光明区","事业编制工作人员",2.0
2019.0,"人社","龙岗区","事业编制工作人员",8.0
2019.0,"人社","龙华区","事业编制工作人员",27.0
2019.0,"人社","罗湖区","事业编制工作人员",7.0
2019.0,"人社","南山区","事业编制工作人员",5.0
2019.0,"人社","坪山区","事业编制工作人员",16.0
2019.0,"审计","宝安区","事业编制工作人员",8.0
2019.0,"审计","福田区","事业编制工作人员",10.0
2019.0,"审计","光明区","事业编制工作人员",6.0
2019.0,"审计","龙岗区","事业编制工作人员",17.0
2019.0,"审计","龙华区","事业编制工作人员",2.0
2019.0,"审计","南山区","事业编制工作人员",5.0
2019.0,"审计","坪山区","事业编制工作人员",13.0
2019.0,"生态","宝安区","事业编制工作人员",1.0
2019.0,"生态","大鹏新区","事业编制工作人员",6.0
2019.0,"生态","福田区","事业编制工作人员",8.0
2019.0,"生态","光明区","事业编制工作人员",2.0
2019.0,"生态","龙岗区","事业编制工作人员",22.0
2019.0,"生态","龙华区","事业编制工作人员",1.0
2019.0,"生态","罗湖区","事业编制工作人员",14.0
2019.0,"生态","南山区","事业编制工作人员",7.0
2019.0,"生态","坪山区","事业编制工作人员",7.0
2019.0,"生态","盐田区","事业编制工作人员",2.0
2019.0,"事单","龙华区","事业编制工作人员",1.0
2019.0,"事单","坪山区","事业编制工作人员",1.0
2019.0,"市监","盐田区","事业编制工作人员",3.0
2019.0,"水务","宝安区","事业编制工作人员",10.0
2019.0,"水务","福田区","事业编制工作人员",10.0
2019.0,"水务","龙岗区","事业编制工作人员",24.0
2019.0,"水务","罗湖区","事业编制工作人员",7.0
2019.0,"水务","南山区","事业编制工作人员",2.0
2019.0,"水务","坪山区","事业编制工作人员",12.0
2019.0,"水务","盐田区","事业编制工作人员",6.0
2019.0,"司法","龙华区","事业编制工作人员",1.0
2019.0,"司法","坪山区","事业编制工作人员",1.0
2019.0,"统计","宝安区","事业编制工作人员",15.0
2019.0,"统计","福田区","事业编制工作人员",19.0
2019.0,"统计","龙华区","事业编制工作人员",1.0
2019.0,"统计","罗湖区","事业编制工作人员",8.0
2019.0,"统计","南山区","事业编制工作人员",16.0
2019.0,"统计","坪山区","事业编制工作人员",13.0
2019.0,"卫生","宝安区","事业编制工作人员",161.0
2019.0,"卫生","大鹏新区","事业编制工作人员",16.0
2019.0,"卫生","福田区","事业编制工作人员",5.0
2019.0,"卫生","光明区","事业编制工作人员",30.0
2019.0,"卫生","龙岗区","事业编制工作人员",165.0
2019.0,"卫生","龙华区","事业编制工作人员",2.0
2019.0,"卫生","南山区","事业编制工作人员",3.0
2019.0,"卫生","坪山区","事业编制工作人员",30.0
2019.0,"文体","大鹏新区","事业编制工作人员",3.0
2019.0,"文体","龙岗区","事业编制工作人员",2.0
2019.0,"医疗","宝安区","事业编制工作人员",2.0
2019.0,"医疗","大鹏新区","事业编制工作人员",1.0
2019.0,"医疗","福田区","事业编制工作人员",1.0
2019.0,"医疗","光明区","事业编制工作人员",1.0
2019.0,"医疗","龙岗区","事业编制工作人员",2.0
2019.0,"医疗","罗湖区","事业编制工作人员",1.0
2019.0,"医疗","坪山区","事业编制工作人员",1.0
2019.0,"医疗","盐田区","事业编制工作人员",1.0
2019.0,"应急","大鹏新区","事业编制工作人员",4.0
2019.0,"应急","福田区","事业编制工作人员",4.0
2019.0,"应急","光明区","事业编制工作人员",2.0
2019.0,"应急","龙岗区","事业编制工作人员",23.0
2019.0,"应急","龙华区","事业编制工作人员",9.0
2019.0,"应急","罗湖区","事业编制工作人员",5.0
2019.0,"应急","南山区","事业编制工作人员",14.0
2019.0,"应急","坪山区","事业编制工作人员",15.0
2019.0,"住建","宝安区","事业编制工作人员",93.0
2019.0,"住建","大鹏新区","事业编制工作人员",17.0
2019.0,"住建","福田区","事业编制工作人员",31.0
2019.0,"住建","光明区","事业编制工作人员",19.0
2019.0,"住建","龙岗区","事业编制工作人员",129.0
2019.0,"住建","龙华区","事业编制工作人员",30.0
2019.0,"住建","罗湖区","事业编制工作人员",46.0
2019.0,"住建","南山区","事业编制工作人员",32.0
2019.0,"住建","坪山区","事业编制工作人员",18.0
2019.0,"住建","盐田区","事业编制工作人员",29.0
