"YEAR","PEO_ENFORCE_HANGYE","PEO_ENFORCE_QUYU","SUM(*)"
2016.0,"市监","罗湖区",0.0
2016.0,"市监","南山区",0.0
2016.0,"市监","坪山区",0.0
2016.0,"市监","盐田区",0.0
2016.0,"水务","宝安区",0.0
2016.0,"水务","大鹏新区",0.0
2016.0,"水务","福田区",0.0
2016.0,"水务","光明区",0.0
2016.0,"水务","龙岗区",0.0
2016.0,"水务","龙华区",0.0
2016.0,"水务","罗湖区",0.0
2016.0,"水务","南山区",0.0
2016.0,"水务","坪山区",0.0
2016.0,"水务","盐田区",0.0
2016.0,"司法","宝安区",0.0
2016.0,"司法","大鹏新区",0.0
2016.0,"司法","福田区",0.0
2016.0,"司法","龙岗区",0.0
2016.0,"司法","龙华区",0.0
2016.0,"司法","罗湖区",0.0
2016.0,"司法","南山区",0.0
2016.0,"司法","坪山区",0.0
2016.0,"司法","盐田区",0.0
2016.0,"统计","宝安区",0.0
2016.0,"统计","福田区",0.0
2016.0,"统计","龙岗区",0.0
2016.0,"统计","龙华区",0.0
2016.0,"统计","罗湖区",0.0
2016.0,"统计","南山区",0.0
2016.0,"统计","坪山区",0.0
2016.0,"统计","盐田区",0.0
2016.0,"退役","罗湖区",0.0
2016.0,"卫生","宝安区",0.0
2016.0,"卫生","大鹏新区",0.0
2016.0,"卫生","福田区",0.0
2016.0,"卫生","光明区",0.0
2016.0,"卫生","龙岗区",0.0
2016.0,"卫生","龙华区",0.0
2016.0,"卫生","罗湖区",0.0
2016.0,"卫生","南山区",0.0
2016.0,"卫生","坪山区",0.0
2016.0,"卫生","盐田区",0.0
2016.0,"文体","宝安区",0.0
2016.0,"文体","大鹏新区",0.0
2016.0,"文体","福田区",0.0
2016.0,"文体","光明区",0.0
2016.0,"文体","龙岗区",0.0
2016.0,"文体","龙华区",0.0
2016.0,"文体","罗湖区",0.0
2016.0,"文体","南山区",0.0
2016.0,"文体","坪山区",0.0
2016.0,"烟草","大鹏新区",0.0
2016.0,"医疗","宝安区",0.0
2016.0,"医疗","大鹏新区",0.0
2016.0,"医疗","福田区",0.0
2016.0,"医疗","光明区",0.0
2016.0,"医疗","龙岗区",0.0
2016.0,"医疗","龙华区",0.0
2016.0,"医疗","罗湖区",0.0
2016.0,"医疗","南山区",0.0
2016.0,"医疗","坪山区",0.0
2016.0,"医疗","盐田区",0.0
2016.0,"应急","宝安区",0.0
2016.0,"应急","大鹏新区",0.0
2016.0,"应急","福田区",0.0
2016.0,"应急","光明区",0.0
2016.0,"应急","龙岗区",0.0
2016.0,"应急","龙华区",0.0
2016.0,"应急","罗湖区",0.0
2016.0,"应急","南山区",0.0
2016.0,"应急","坪山区",0.0
2016.0,"应急","盐田区",0.0
2016.0,"住建","宝安区",0.0
2016.0,"住建","大鹏新区",0.0
2016.0,"住建","福田区",0.0
2016.0,"住建","光明区",0.0
2016.0,"住建","龙岗区",0.0
2016.0,"住建","龙华区",0.0
2016.0,"住建","罗湖区",0.0
2016.0,"住建","南山区",0.0
2016.0,"住建","坪山区",0.0
2016.0,"住建","盐田区",0.0
2017.0,"保密","光明区",1.0
2017.0,"保密","龙岗区",0.0
2017.0,"保密","龙华区",0.0
2017.0,"保密","坪山区",2.0
2017.0,"财政","宝安区",8.0
2017.0,"财政","大鹏新区",0.0
2017.0,"财政","福田区",2.0
2017.0,"财政","光明区",3.0
2017.0,"财政","龙岗区",9.0
2017.0,"财政","龙华区",6.0
2017.0,"财政","罗湖区",17.0
2017.0,"财政","南山区",9.0
2017.0,"财政","坪山区",4.0
2017.0,"财政","盐田区",0.0
2017.0,"城管","宝安区",27.0
2017.0,"城管","大鹏新区",14.0
2017.0,"城管","福田区",0.0
2017.0,"城管","光明区",5.0
2017.0,"城管","龙岗区",111.0
2017.0,"城管","龙华区",4.0
2017.0,"城管","罗湖区",22.0
2017.0,"城管","南山区",148.0
2017.0,"城管","坪山区",55.0
2017.0,"城管","盐田区",0.0
2017.0,"档案","龙岗区",1.0
2017.0,"档案","罗湖区",0.0
2017.0,"档案","盐田区",0.0
2017.0,"发改","大鹏新区",0.0
2017.0,"发改","光明区",5.0
2017.0,"工信","宝安区",6.0
2017.0,"工信","龙华区",12.0
2017.0,"工信","南山区",7.0
2017.0,"规自","宝安区",98.0
2017.0,"规自","大鹏新区",20.0
2017.0,"规自","福田区",70.0
2017.0,"规自","光明区",53.0
2017.0,"规自","龙岗区",40.0
2017.0,"规自","龙华区",61.0
2017.0,"规自","罗湖区",22.0
2017.0,"规自","南山区",57.0
2017.0,"规自","坪山区",57.0
2017.0,"规自","盐田区",27.0
2017.0,"教育","宝安区",3.0
2017.0,"教育","福田区",23.0
2017.0,"教育","光明区",4.0
2017.0,"教育","龙岗区",47.0
2017.0,"教育","龙华区",6.0
2017.0,"教育","罗湖区",9.0
2017.0,"教育","南山区",1.0
2017.0,"教育","坪山区",4.0
2017.0,"民政","宝安区",6.0
2017.0,"民政","福田区",4.0
2017.0,"民政","光明区",4.0
2017.0,"民政","龙岗区",3.0
2017.0,"民政","龙华区",12.0
2017.0,"民政","罗湖区",0.0
2017.0,"民政","南山区",3.0
2017.0,"民政","坪山区",7.0
2017.0,"民政","盐田区",1.0
2017.0,"民宗","宝安区",0.0
2017.0,"民宗","福田区",2.0
2017.0,"民宗","光明区",1.0
2017.0,"民宗","龙岗区",1.0
2017.0,"民宗","龙华区",2.0
2017.0,"民宗","罗湖区",0.0
2017.0,"民宗","南山区",0.0
2017.0,"民宗","坪山区",1.0
2017.0,"民宗","盐田区",2.0
2017.0,"人社","宝安区",52.0
2017.0,"人社","大鹏新区",7.0
2017.0,"人社","福田区",43.0
2017.0,"人社","光明区",12.0
2017.0,"人社","龙岗区",94.0
2017.0,"人社","龙华区",33.0
2017.0,"人社","罗湖区",8.0
2017.0,"人社","南山区",13.0
2017.0,"人社","坪山区",24.0
2017.0,"人社","盐田区",16.0
2017.0,"审计","宝安区",14.0
2017.0,"审计","福田区",19.0
2017.0,"审计","光明区",7.0
2017.0,"审计","龙岗区",57.0
2017.0,"审计","龙华区",4.0
2017.0,"审计","罗湖区",16.0
2017.0,"审计","南山区",15.0
2017.0,"审计","坪山区",11.0
2017.0,"审计","盐田区",10.0
2017.0,"生态","宝安区",44.0
2017.0,"生态","大鹏新区",6.0
2017.0,"生态","福田区",9.0
2017.0,"生态","光明区",5.0
2017.0,"生态","龙岗区",69.0
2017.0,"生态","龙华区",20.0
2017.0,"生态","罗湖区",19.0
2017.0,"生态","南山区",21.0
2017.0,"生态","坪山区",5.0
2017.0,"生态","盐田区",4.0
2017.0,"事单","宝安区",0.0
2017.0,"事单","大鹏新区",0.0
2017.0,"事单","龙岗区",0.0
2017.0,"事单","龙华区",2.0
2017.0,"事单","罗湖区",0.0
2017.0,"事单","坪山区",1.0
2017.0,"市监","宝安区",308.0
2017.0,"市监","大鹏新区",79.0
2017.0,"市监","福田区",293.0
2017.0,"市监","光明区",21.0
2017.0,"市监","龙岗区",322.0
2017.0,"市监","龙华区",158.0
2017.0,"市监","罗湖区",261.0
2017.0,"市监","南山区",218.0
2017.0,"市监","坪山区",87.0
2017.0,"市监","盐田区",90.0
2017.0,"水务","宝安区",50.0
2017.0,"水务","大鹏新区",1.0
2017.0,"水务","福田区",10.0
2017.0,"水务","光明区",1.0
2017.0,"水务","龙岗区",44.0
2017.0,"水务","龙华区",10.0
2017.0,"水务","罗湖区",6.0
2017.0,"水务","南山区",12.0
2017.0,"水务","坪山区",13.0
2017.0,"水务","盐田区",9.0
2017.0,"司法","宝安区",3.0
2017.0,"司法","大鹏新区",2.0
2017.0,"司法","福田区",4.0
2017.0,"司法","龙岗区",2.0
2017.0,"司法","龙华区",0.0
2017.0,"司法","罗湖区",7.0
2017.0,"司法","南山区",1.0
2017.0,"司法","坪山区",0.0
2017.0,"司法","盐田区",0.0
2017.0,"统计","宝安区",21.0
2017.0,"统计","福田区",23.0
2017.0,"统计","龙岗区",0.0
2017.0,"统计","龙华区",3.0
2017.0,"统计","罗湖区",9.0
2017.0,"统计","南山区",24.0
2017.0,"统计","坪山区",0.0
2017.0,"统计","盐田区",0.0
2017.0,"退役","罗湖区",0.0
2017.0,"卫生","宝安区",173.0
2017.0,"卫生","大鹏新区",7.0
2017.0,"卫生","福田区",43.0
2017.0,"卫生","光明区",29.0
2017.0,"卫生","龙岗区",211.0
2017.0,"卫生","龙华区",4.0
2017.0,"卫生","罗湖区",12.0
2017.0,"卫生","南山区",0.0
2017.0,"卫生","坪山区",33.0
2017.0,"卫生","盐田区",6.0
2017.0,"文体","宝安区",11.0
2017.0,"文体","大鹏新区",7.0
2017.0,"文体","福田区",14.0
2017.0,"文体","光明区",2.0
2017.0,"文体","龙岗区",26.0
2017.0,"文体","龙华区",3.0
2017.0,"文体","罗湖区",19.0
2017.0,"文体","南山区",18.0
2017.0,"文体","坪山区",1.0
2017.0,"烟草","大鹏新区",4.0
2017.0,"医疗","宝安区",5.0
2017.0,"医疗","大鹏新区",3.0
2017.0,"医疗","福田区",1.0
2017.0,"医疗","光明区",0.0
2017.0,"医疗","龙岗区",4.0
2017.0,"医疗","龙华区",4.0
2017.0,"医疗","罗湖区",2.0
2017.0,"医疗","南山区",3.0
2017.0,"医疗","坪山区",1.0
2017.0,"医疗","盐田区",0.0
2017.0,"应急","宝安区",64.0
2017.0,"应急","大鹏新区",37.0
2017.0,"应急","福田区",164.0
2017.0,"应急","光明区",44.0
2017.0,"应急","龙岗区",203.0
2017.0,"应急","龙华区",72.0
2017.0,"应急","罗湖区",118.0
2017.0,"应急","南山区",191.0
2017.0,"应急","坪山区",54.0
2017.0,"应急","盐田区",17.0
2017.0,"住建","宝安区",105.0
2017.0,"住建","大鹏新区",4.0
2017.0,"住建","福田区",27.0
2017.0,"住建","光明区",15.0
2017.0,"住建","龙岗区",141.0
2017.0,"住建","龙华区",27.0
2017.0,"住建","罗湖区",44.0
2017.0,"住建","南山区",48.0
2017.0,"住建","坪山区",20.0
2017.0,"住建","盐田区",17.0
2018.0,"保密","光明区",1.0
2018.0,"保密","龙岗区",2.0
2018.0,"保密","龙华区",2.0
2018.0,"保密","坪山区",2.0
2018.0,"财政","宝安区",28.0
2018.0,"财政","大鹏新区",4.0
2018.0,"财政","福田区",22.0
2018.0,"财政","光明区",3.0
2018.0,"财政","龙岗区",13.0
2018.0,"财政","龙华区",6.0
2018.0,"财政","罗湖区",25.0
2018.0,"财政","南山区",22.0
2018.0,"财政","坪山区",9.0
2018.0,"财政","盐田区",1.0
2018.0,"城管","宝安区",30.0
2018.0,"城管","大鹏新区",15.0
2018.0,"城管","福田区",0.0
2018.0,"城管","光明区",6.0
2018.0,"城管","龙岗区",184.0
2018.0,"城管","龙华区",9.0
2018.0,"城管","罗湖区",25.0
2018.0,"城管","南山区",190.0
2018.0,"城管","坪山区",74.0
2018.0,"城管","盐田区",45.0
2018.0,"档案","龙岗区",1.0
2018.0,"档案","罗湖区",0.0
2018.0,"档案","盐田区",0.0
2018.0,"发改","大鹏新区",4.0
2018.0,"发改","光明区",5.0
2018.0,"工信","宝安区",7.0
2018.0,"工信","龙华区",24.0
2018.0,"工信","南山区",9.0
2018.0,"规自","宝安区",122.0
2018.0,"规自","大鹏新区",54.0
2018.0,"规自","福田区",79.0
2018.0,"规自","光明区",60.0
2018.0,"规自","龙岗区",49.0
2018.0,"规自","龙华区",84.0
2018.0,"规自","罗湖区",65.0
2018.0,"规自","南山区",66.0
2018.0,"规自","坪山区",62.0
2018.0,"规自","盐田区",35.0
2018.0,"教育","宝安区",16.0
2018.0,"教育","福田区",27.0
2018.0,"教育","光明区",5.0
2018.0,"教育","龙岗区",54.0
2018.0,"教育","龙华区",8.0
2018.0,"教育","罗湖区",9.0
2018.0,"教育","南山区",2.0
2018.0,"教育","坪山区",5.0
2018.0,"民政","宝安区",8.0
2018.0,"民政","福田区",5.0
2018.0,"民政","光明区",4.0
2018.0,"民政","龙岗区",14.0
2018.0,"民政","龙华区",13.0
2018.0,"民政","罗湖区",1.0
2018.0,"民政","南山区",4.0
2018.0,"民政","坪山区",15.0
2018.0,"民政","盐田区",10.0
2018.0,"民宗","宝安区",1.0
2018.0,"民宗","福田区",3.0
2018.0,"民宗","光明区",1.0
2018.0,"民宗","龙岗区",1.0
2018.0,"民宗","龙华区",8.0
2018.0,"民宗","罗湖区",7.0
2018.0,"民宗","南山区",0.0
2018.0,"民宗","坪山区",2.0
2018.0,"民宗","盐田区",2.0
2018.0,"人社","宝安区",57.0
2018.0,"人社","大鹏新区",7.0
2018.0,"人社","福田区",44.0
2018.0,"人社","光明区",17.0
2018.0,"人社","龙岗区",122.0
2018.0,"人社","龙华区",60.0
2018.0,"人社","罗湖区",42.0
2018.0,"人社","南山区",13.0
2018.0,"人社","坪山区",32.0
2018.0,"人社","盐田区",25.0
2018.0,"审计","宝安区",14.0
2018.0,"审计","福田区",21.0
2018.0,"审计","光明区",7.0
2018.0,"审计","龙岗区",57.0
2018.0,"审计","龙华区",9.0
2018.0,"审计","罗湖区",22.0
2018.0,"审计","南山区",20.0
2018.0,"审计","坪山区",15.0
2018.0,"审计","盐田区",16.0
2018.0,"生态","宝安区",50.0
2018.0,"生态","大鹏新区",15.0
2018.0,"生态","福田区",17.0
2018.0,"生态","光明区",7.0
2018.0,"生态","龙岗区",77.0
2018.0,"生态","龙华区",23.0
2018.0,"生态","罗湖区",27.0
2018.0,"生态","南山区",23.0
2018.0,"生态","坪山区",14.0
2018.0,"生态","盐田区",9.0
2018.0,"事单","宝安区",0.0
2018.0,"事单","大鹏新区",1.0
2018.0,"事单","龙岗区",2.0
2018.0,"事单","龙华区",3.0
2018.0,"事单","罗湖区",6.0
2018.0,"事单","坪山区",1.0
2018.0,"市监","宝安区",348.0
2018.0,"市监","大鹏新区",95.0
2018.0,"市监","福田区",338.0
2018.0,"市监","光明区",120.0
2018.0,"市监","龙岗区",363.0
2018.0,"市监","龙华区",184.0
2018.0,"市监","罗湖区",301.0
2018.0,"市监","南山区",237.0
2018.0,"市监","坪山区",115.0
2018.0,"市监","盐田区",106.0
2018.0,"水务","宝安区",58.0
2018.0,"水务","大鹏新区",3.0
2018.0,"水务","福田区",21.0
2018.0,"水务","光明区",4.0
2018.0,"水务","龙岗区",50.0
2018.0,"水务","龙华区",12.0
2018.0,"水务","罗湖区",8.0
2018.0,"水务","南山区",12.0
2018.0,"水务","坪山区",21.0
2018.0,"水务","盐田区",16.0
2018.0,"司法","宝安区",6.0
2018.0,"司法","大鹏新区",3.0
2018.0,"司法","福田区",10.0
2018.0,"司法","龙岗区",3.0
2018.0,"司法","龙华区",2.0
2018.0,"司法","罗湖区",8.0
2018.0,"司法","南山区",7.0
2018.0,"司法","坪山区",1.0
2018.0,"司法","盐田区",4.0
2018.0,"统计","宝安区",21.0
2018.0,"统计","福田区",26.0
2018.0,"统计","龙岗区",1.0
2018.0,"统计","龙华区",4.0
2018.0,"统计","罗湖区",12.0
2018.0,"统计","南山区",24.0
2018.0,"统计","坪山区",0.0
2018.0,"统计","盐田区",4.0
2018.0,"退役","罗湖区",1.0
2018.0,"卫生","宝安区",202.0
2018.0,"卫生","大鹏新区",22.0
2018.0,"卫生","福田区",67.0
2018.0,"卫生","光明区",30.0
2018.0,"卫生","龙岗区",221.0
2018.0,"卫生","龙华区",8.0
2018.0,"卫生","罗湖区",35.0
2018.0,"卫生","南山区",42.0
2018.0,"卫生","坪山区",38.0
2018.0,"卫生","盐田区",7.0
2018.0,"文体","宝安区",11.0
2018.0,"文体","大鹏新区",12.0
2018.0,"文体","福田区",21.0
2018.0,"文体","光明区",9.0
2018.0,"文体","龙岗区",31.0
2018.0,"文体","龙华区",3.0
2018.0,"文体","罗湖区",21.0
2018.0,"文体","南山区",21.0
2018.0,"文体","坪山区",2.0
2018.0,"烟草","大鹏新区",4.0
2018.0,"医疗","宝安区",7.0
2018.0,"医疗","大鹏新区",3.0
2018.0,"医疗","福田区",3.0
2018.0,"医疗","光明区",2.0
2018.0,"医疗","龙岗区",8.0
2018.0,"医疗","龙华区",7.0
2018.0,"医疗","罗湖区",4.0
2018.0,"医疗","南山区",4.0
2018.0,"医疗","坪山区",2.0
2018.0,"医疗","盐田区",1.0
2018.0,"应急","宝安区",73.0
2018.0,"应急","大鹏新区",41.0
2018.0,"应急","福田区",253.0
2018.0,"应急","光明区",64.0
2018.0,"应急","龙岗区",406.0
2018.0,"应急","龙华区",268.0
2018.0,"应急","罗湖区",166.0
2018.0,"应急","南山区",272.0
2018.0,"应急","坪山区",150.0
2018.0,"应急","盐田区",29.0
2018.0,"住建","宝安区",119.0
2018.0,"住建","大鹏新区",24.0
2018.0,"住建","福田区",49.0
2018.0,"住建","光明区",27.0
2018.0,"住建","龙岗区",154.0
2018.0,"住建","龙华区",45.0
2018.0,"住建","罗湖区",64.0
2018.0,"住建","南山区",49.0
2018.0,"住建","坪山区",24.0
2018.0,"住建","盐田区",34.0
2019.0,"保密","光明区",1.0
2019.0,"保密","龙岗区",2.0
2019.0,"保密","龙华区",2.0
2019.0,"保密","坪山区",2.0
2019.0,"财政","宝安区",28.0
2019.0,"财政","大鹏新区",4.0
2019.0,"财政","福田区",22.0
2019.0,"财政","光明区",6.0
2019.0,"财政","龙岗区",13.0
2019.0,"财政","龙华区",7.0
2019.0,"财政","罗湖区",25.0
2019.0,"财政","南山区",22.0
2019.0,"财政","坪山区",12.0
2019.0,"财政","盐田区",10.0
2019.0,"城管","宝安区",35.0
2019.0,"城管","大鹏新区",15.0
2019.0,"城管","福田区",11.0
2019.0,"城管","光明区",9.0
2019.0,"城管","龙岗区",198.0
2019.0,"城管","龙华区",9.0
2019.0,"城管","罗湖区",25.0
2019.0,"城管","南山区",207.0
2019.0,"城管","坪山区",91.0
2019.0,"城管","盐田区",46.0
2019.0,"档案","龙岗区",1.0
2019.0,"档案","罗湖区",1.0
2019.0,"档案","盐田区",2.0
2019.0,"发改","大鹏新区",4.0
2019.0,"发改","光明区",7.0
2019.0,"工信","宝安区",7.0
2019.0,"工信","龙华区",24.0
2019.0,"工信","南山区",9.0
2019.0,"规自","宝安区",138.0
2019.0,"规自","大鹏新区",55.0
2019.0,"规自","福田区",84.0
2019.0,"规自","光明区",60.0
2019.0,"规自","龙岗区",51.0
2019.0,"规自","龙华区",87.0
2019.0,"规自","罗湖区",66.0
2019.0,"规自","南山区",75.0
2019.0,"规自","坪山区",74.0
2019.0,"规自","盐田区",36.0
2019.0,"教育","宝安区",29.0
2019.0,"教育","福田区",27.0
2019.0,"教育","光明区",5.0
2019.0,"教育","龙岗区",54.0
2019.0,"教育","龙华区",8.0
2019.0,"教育","罗湖区",11.0
2019.0,"教育","南山区",6.0
2019.0,"教育","坪山区",8.0
2019.0,"民政","宝安区",10.0
2019.0,"民政","福田区",6.0
2019.0,"民政","光明区",4.0
2019.0,"民政","龙岗区",19.0
2019.0,"民政","龙华区",14.0
2019.0,"民政","罗湖区",4.0
2019.0,"民政","南山区",8.0
2019.0,"民政","坪山区",16.0
2019.0,"民政","盐田区",10.0
2019.0,"民宗","宝安区",9.0
2019.0,"民宗","福田区",3.0
2019.0,"民宗","光明区",1.0
2019.0,"民宗","龙岗区",2.0
2019.0,"民宗","龙华区",8.0
2019.0,"民宗","罗湖区",7.0
2019.0,"民宗","南山区",3.0
2019.0,"民宗","坪山区",6.0
2019.0,"民宗","盐田区",6.0
2019.0,"人社","宝安区",65.0
2019.0,"人社","大鹏新区",7.0
2019.0,"人社","福田区",44.0
2019.0,"人社","光明区",18.0
2019.0,"人社","龙岗区",127.0
2019.0,"人社","龙华区",73.0
2019.0,"人社","罗湖区",46.0
2019.0,"人社","南山区",29.0
2019.0,"人社","坪山区",43.0
2019.0,"人社","盐田区",27.0
2019.0,"审计","宝安区",22.0
2019.0,"审计","福田区",22.0
2019.0,"审计","光明区",7.0
2019.0,"审计","龙岗区",57.0
2019.0,"审计","龙华区",9.0
2019.0,"审计","罗湖区",22.0
2019.0,"审计","南山区",20.0
2019.0,"审计","坪山区",18.0
2019.0,"审计","盐田区",17.0
2019.0,"生态","宝安区",50.0
2019.0,"生态","大鹏新区",15.0
2019.0,"生态","福田区",18.0
2019.0,"生态","光明区",9.0
2019.0,"生态","龙岗区",77.0
2019.0,"生态","龙华区",23.0
2019.0,"生态","罗湖区",27.0
2019.0,"生态","南山区",23.0
2019.0,"生态","坪山区",15.0
2019.0,"生态","盐田区",9.0
2019.0,"事单","宝安区",1.0
2019.0,"事单","大鹏新区",1.0
2019.0,"事单","龙岗区",2.0
2019.0,"事单","龙华区",3.0
2019.0,"事单","罗湖区",6.0
2019.0,"事单","坪山区",1.0
2019.0,"市监","宝安区",362.0
2019.0,"市监","大鹏新区",95.0
2019.0,"市监","福田区",338.0
2019.0,"市监","光明区",120.0
2019.0,"市监","龙岗区",376.0
2019.0,"市监","龙华区",184.0
2019.0,"市监","罗湖区",314.0
2019.0,"市监","南山区",247.0
2019.0,"市监","坪山区",116.0
2019.0,"市监","盐田区",107.0
2019.0,"水务","宝安区",59.0
2019.0,"水务","大鹏新区",3.0
2019.0,"水务","福田区",23.0
2019.0,"水务","光明区",5.0
2019.0,"水务","龙岗区",50.0
2019.0,"水务","龙华区",12.0
2019.0,"水务","罗湖区",24.0
2019.0,"水务","南山区",13.0
2019.0,"水务","坪山区",22.0
2019.0,"水务","盐田区",17.0
2019.0,"司法","宝安区",6.0
2019.0,"司法","大鹏新区",3.0
2019.0,"司法","福田区",11.0
2019.0,"司法","龙岗区",5.0
2019.0,"司法","龙华区",2.0
2019.0,"司法","罗湖区",8.0
2019.0,"司法","南山区",7.0
2019.0,"司法","坪山区",4.0
2019.0,"司法","盐田区",5.0
2019.0,"统计","宝安区",21.0
2019.0,"统计","福田区",26.0
2019.0,"统计","龙岗区",2.0
2019.0,"统计","龙华区",4.0
2019.0,"统计","罗湖区",19.0
2019.0,"统计","南山区",26.0
2019.0,"统计","坪山区",24.0
2019.0,"统计","盐田区",4.0
2019.0,"退役","罗湖区",2.0
2019.0,"卫生","宝安区",223.0
2019.0,"卫生","大鹏新区",22.0
2019.0,"卫生","福田区",67.0
2019.0,"卫生","光明区",30.0
2019.0,"卫生","龙岗区",222.0
2019.0,"卫生","龙华区",10.0
2019.0,"卫生","罗湖区",35.0
2019.0,"卫生","南山区",63.0
2019.0,"卫生","坪山区",40.0
2019.0,"卫生","盐田区",7.0
2019.0,"文体","宝安区",12.0
2019.0,"文体","大鹏新区",12.0
2019.0,"文体","福田区",23.0
2019.0,"文体","光明区",9.0
2019.0,"文体","龙岗区",31.0
2019.0,"文体","龙华区",3.0
2019.0,"文体","罗湖区",22.0
2019.0,"文体","南山区",22.0
2019.0,"文体","坪山区",2.0
2019.0,"烟草","大鹏新区",4.0
2019.0,"医疗","宝安区",19.0
2019.0,"医疗","大鹏新区",6.0
2019.0,"医疗","福田区",11.0
2019.0,"医疗","光明区",8.0
2019.0,"医疗","龙岗区",19.0
2019.0,"医疗","龙华区",13.0
2019.0,"医疗","罗湖区",10.0
2019.0,"医疗","南山区",12.0
2019.0,"医疗","坪山区",8.0
2019.0,"医疗","盐田区",6.0
2019.0,"应急","宝安区",73.0
2019.0,"应急","大鹏新区",41.0
2019.0,"应急","福田区",255.0
2019.0,"应急","光明区",69.0
2019.0,"应急","龙岗区",435.0
2019.0,"应急","龙华区",299.0
2019.0,"应急","罗湖区",168.0
2019.0,"应急","南山区",278.0
2019.0,"应急","坪山区",173.0
2019.0,"应急","盐田区",29.0
2019.0,"住建","宝安区",128.0
2019.0,"住建","大鹏新区",25.0
2019.0,"住建","福田区",50.0
2019.0,"住建","光明区",27.0
2019.0,"住建","龙岗区",154.0
2019.0,"住建","龙华区",51.0
2019.0,"住建","罗湖区",68.0
