"YEAR","SUB_HANGYE","SUB_QUYU","SUM(*)"
2019.0,"卫生","龙华区",24.0
2016.0,"卫生","罗湖区",0.0
2017.0,"卫生","罗湖区",0.0
2018.0,"卫生","罗湖区",0.0
2019.0,"卫生","罗湖区",35.0
2016.0,"卫生","南山区",0.0
2017.0,"卫生","南山区",0.0
2018.0,"卫生","南山区",0.0
2019.0,"卫生","南山区",31.0
2016.0,"卫生","坪山区",0.0
2017.0,"卫生","坪山区",0.0
2018.0,"卫生","坪山区",0.0
2019.0,"卫生","坪山区",95.0
2016.0,"卫生","盐田区",0.0
2017.0,"卫生","盐田区",0.0
2018.0,"卫生","盐田区",0.0
2019.0,"卫生","盐田区",20.0
2016.0,"文体","宝安区",0.0
2017.0,"文体","宝安区",0.0
2018.0,"文体","宝安区",0.0
2019.0,"文体","宝安区",63.0
2016.0,"文体","大鹏新区",0.0
2017.0,"文体","大鹏新区",0.0
2018.0,"文体","大鹏新区",0.0
2019.0,"文体","大鹏新区",21.0
2016.0,"文体","福田区",0.0
2017.0,"文体","福田区",0.0
2018.0,"文体","福田区",0.0
2019.0,"文体","福田区",51.0
2016.0,"文体","光明区",0.0
2017.0,"文体","光明区",0.0
2018.0,"文体","光明区",0.0
2019.0,"文体","光明区",18.0
2016.0,"文体","龙岗区",0.0
2017.0,"文体","龙岗区",0.0
2018.0,"文体","龙岗区",0.0
2019.0,"文体","龙岗区",63.0
2016.0,"文体","龙华区",0.0
2017.0,"文体","龙华区",0.0
2018.0,"文体","龙华区",0.0
2019.0,"文体","龙华区",38.0
2016.0,"文体","罗湖区",0.0
2017.0,"文体","罗湖区",0.0
2018.0,"文体","罗湖区",0.0
2019.0,"文体","罗湖区",48.0
2016.0,"文体","南山区",0.0
2017.0,"文体","南山区",0.0
2018.0,"文体","南山区",0.0
2019.0,"文体","南山区",25.0
2016.0,"文体","坪山区",0.0
2017.0,"文体","坪山区",0.0
2018.0,"文体","坪山区",0.0
2019.0,"文体","坪山区",10.0
2016.0,"文体","盐田区",0.0
2017.0,"文体","盐田区",0.0
2018.0,"文体","盐田区",0.0
2019.0,"文体","盐田区",17.0
2016.0,"烟草","宝安区",0.0
2017.0,"烟草","宝安区",0.0
2018.0,"烟草","宝安区",0.0
2019.0,"烟草","宝安区",
2016.0,"烟草","大鹏新区",0.0
2017.0,"烟草","大鹏新区",0.0
2018.0,"烟草","大鹏新区",0.0
2019.0,"烟草","大鹏新区",
2016.0,"烟草","福田区",0.0
2017.0,"烟草","福田区",0.0
2018.0,"烟草","福田区",0.0
2019.0,"烟草","福田区",
2016.0,"烟草","光明区",0.0
2017.0,"烟草","光明区",0.0
2018.0,"烟草","光明区",0.0
2019.0,"烟草","光明区",
2016.0,"烟草","龙岗区",0.0
2017.0,"烟草","龙岗区",0.0
2018.0,"烟草","龙岗区",0.0
2019.0,"烟草","龙岗区",
2016.0,"烟草","龙华区",0.0
2017.0,"烟草","龙华区",0.0
2018.0,"烟草","龙华区",0.0
2019.0,"烟草","龙华区",
2016.0,"烟草","罗湖区",0.0
2017.0,"烟草","罗湖区",0.0
2018.0,"烟草","罗湖区",0.0
2019.0,"烟草","罗湖区",
2016.0,"烟草","南山区",0.0
2017.0,"烟草","南山区",0.0
2018.0,"烟草","南山区",0.0
2019.0,"烟草","南山区",
2016.0,"烟草","盐田区",0.0
2017.0,"烟草","盐田区",0.0
2018.0,"烟草","盐田区",0.0
2019.0,"烟草","盐田区",
2016.0,"医疗","宝安区",0.0
2017.0,"医疗","宝安区",0.0
2018.0,"医疗","宝安区",0.0
2019.0,"医疗","宝安区",10.0
2016.0,"医疗","大鹏新区",0.0
2017.0,"医疗","大鹏新区",0.0
2018.0,"医疗","大鹏新区",0.0
2019.0,"医疗","大鹏新区",8.0
2016.0,"医疗","福田区",0.0
2017.0,"医疗","福田区",0.0
2018.0,"医疗","福田区",0.0
2019.0,"医疗","福田区",
2016.0,"医疗","光明区",0.0
2017.0,"医疗","光明区",0.0
2018.0,"医疗","光明区",0.0
2019.0,"医疗","光明区",8.0
2016.0,"医疗","龙岗区",0.0
2017.0,"医疗","龙岗区",0.0
2018.0,"医疗","龙岗区",0.0
2019.0,"医疗","龙岗区",12.0
2016.0,"医疗","龙华区",0.0
2017.0,"医疗","龙华区",0.0
2018.0,"医疗","龙华区",0.0
2019.0,"医疗","龙华区",8.0
2016.0,"医疗","罗湖区",0.0
2017.0,"医疗","罗湖区",0.0
2018.0,"医疗","罗湖区",0.0
2019.0,"医疗","罗湖区",9.0
2016.0,"医疗","南山区",0.0
2017.0,"医疗","南山区",0.0
2018.0,"医疗","南山区",0.0
2019.0,"医疗","南山区",10.0
2016.0,"医疗","坪山区",0.0
2017.0,"医疗","坪山区",0.0
2018.0,"医疗","坪山区",0.0
2019.0,"医疗","坪山区",8.0
2016.0,"医疗","盐田区",0.0
2017.0,"医疗","盐田区",0.0
2018.0,"医疗","盐田区",0.0
2019.0,"医疗","盐田区",8.0
2016.0,"应急","宝安区",0.0
2017.0,"应急","宝安区",0.0
2018.0,"应急","宝安区",0.0
2019.0,"应急","宝安区",195.0
2016.0,"应急","大鹏新区",0.0
2017.0,"应急","大鹏新区",0.0
2018.0,"应急","大鹏新区",0.0
2019.0,"应急","大鹏新区",50.0
2016.0,"应急","福田区",0.0
2017.0,"应急","福田区",0.0
2018.0,"应急","福田区",0.0
2019.0,"应急","福田区",26.0
2016.0,"应急","光明区",0.0
2017.0,"应急","光明区",0.0
2018.0,"应急","光明区",0.0
2019.0,"应急","光明区",38.0
2016.0,"应急","龙岗区",0.0
2017.0,"应急","龙岗区",0.0
2018.0,"应急","龙岗区",0.0
2019.0,"应急","龙岗区",56.0
2016.0,"应急","龙华区",0.0
2017.0,"应急","龙华区",0.0
2018.0,"应急","龙华区",0.0
2019.0,"应急","龙华区",57.0
2016.0,"应急","罗湖区",0.0
2017.0,"应急","罗湖区",0.0
2018.0,"应急","罗湖区",0.0
2019.0,"应急","罗湖区",72.0
2016.0,"应急","南山区",0.0
2017.0,"应急","南山区",0.0
2018.0,"应急","南山区",0.0
2019.0,"应急","南山区",60.0
2016.0,"应急","坪山区",0.0
2017.0,"应急","坪山区",0.0
2018.0,"应急","坪山区",0.0
2019.0,"应急","坪山区",26.0
2016.0,"应急","盐田区",0.0
2017.0,"应急","盐田区",0.0
2018.0,"应急","盐田区",0.0
2019.0,"应急","盐田区",24.0
2016.0,"住建","宝安区",0.0
2017.0,"住建","宝安区",0.0
2018.0,"住建","宝安区",0.0
2019.0,"住建","宝安区",80.0
2016.0,"住建","大鹏新区",0.0
2017.0,"住建","大鹏新区",0.0
2018.0,"住建","大鹏新区",0.0
2019.0,"住建","大鹏新区",30.0
2016.0,"住建","福田区",0.0
2017.0,"住建","福田区",0.0
2018.0,"住建","福田区",0.0
2019.0,"住建","福田区",40.0
2016.0,"住建","光明区",0.0
2017.0,"住建","光明区",0.0
2018.0,"住建","光明区",0.0
2019.0,"住建","光明区",34.0
2016.0,"住建","龙岗区",0.0
2017.0,"住建","龙岗区",0.0
2018.0,"住建","龙岗区",0.0
2019.0,"住建","龙岗区",346.0
2016.0,"住建","龙华区",0.0
2017.0,"住建","龙华区",0.0
2018.0,"住建","龙华区",0.0
2019.0,"住建","龙华区",42.0
2016.0,"住建","罗湖区",0.0
2017.0,"住建","罗湖区",0.0
2018.0,"住建","罗湖区",0.0
2019.0,"住建","罗湖区",55.0
2016.0,"住建","南山区",0.0
2017.0,"住建","南山区",0.0
2018.0,"住建","南山区",0.0
2019.0,"住建","南山区",40.0
2016.0,"住建","坪山区",0.0
2017.0,"住建","坪山区",0.0
2018.0,"住建","坪山区",0.0
2019.0,"住建","坪山区",45.0
2016.0,"住建","盐田区",0.0
2017.0,"住建","盐田区",0.0
2018.0,"住建","盐田区",0.0
2019.0,"住建","盐田区",25.0
